"Date_ym","waveTime_mean","waveHs_mean","waveTp_mean","waveTa_mean","waveDp_mean","waveDm_mean","waveSxy_mean","waveSxx_mean","waveFlagPrimary_mean","waveTime_sd","waveHs_sd","waveTp_sd","waveTa_sd","waveDp_sd","waveDm_sd","waveSxy_sd","waveSxx_sd","waveFlagPrimary_sd","waveTime_min","waveHs_min","waveTp_min","waveTa_min","waveDp_min","waveDm_min","waveSxy_min","waveSxx_min","waveFlagPrimary_min","waveTime_max","waveHs_max","waveTp_max","waveTa_max","waveDp_max","waveDm_max","waveSxy_max","waveSxx_max","waveFlagPrimary_max"
"2000-01",2000-01-16 11:30:00,0.75688355177721,12.4322736713194,7.57985718968094,236.114938046855,NA,NA,NA,1,773238.748806778,0.209473464388505,3.12510279864219,1.44378038769635,14.5994767625518,NA,NA,NA,0,2000-01-01,0.44749653339386,4.81927728652954,4.70172786712646,209.984970092773,NA,NA,NA,1,2000-01-31 23:00:00,1.77428507804871,22.2222213745117,11.6862497329712,267.758972167969,NA,NA,NA,1
"2000-02",2000-02-15 11:30:00,1.19555544635688,13.5252338755405,8.65854227166066,233.043575076399,NA,NA,NA,1,723355.637737315,0.372975668293349,2.13562986206139,1.52622573231577,11.0306917428161,NA,NA,NA,0,2000-02-01,0.535680770874023,4.81927728652954,4.97955465316772,201.74592590332,NA,NA,NA,1,2000-02-29 23:00:00,2.99847507476807,20,12.4110746383667,264.033050537109,NA,NA,NA,1
"2000-03",2000-03-16 11:30:00,1.03791041863702,14.6602681140746,8.40446832609433,228.422152701757,NA,NA,NA,1,773238.748806778,0.238406392961152,2.26491245913781,1.15815336201416,9.41139017399683,NA,NA,NA,0,2000-03-01,0.686743080615997,5.55555534362793,5.59792423248291,191.794143676758,NA,NA,NA,1,2000-03-31 23:00:00,2.26171612739563,20,11.7967653274536,255.302215576172,NA,NA,NA,1
"2000-04",2000-04-15 23:30:00,0.930585681464937,14.5341909704606,7.43180723349253,217.709061061011,NA,NA,NA,1,748297.19406896,0.222996386238034,2.26383046987069,1.04249498774025,9.99930261065916,NA,NA,NA,0,2000-04-01,0.57331770658493,6.25,5.26803922653198,201.523727416992,NA,NA,NA,1,2000-04-30 23:00:00,1.78240156173706,20,10.9566812515259,260.109130859375,NA,NA,NA,1
"2000-05",2000-05-16 11:30:00,1.08678495138884,14.9879987205228,8.60442699956637,221.912597305544,NA,NA,NA,1,773238.748806778,0.240388214455403,3.49387191514165,1.89318981286652,15.1982742450424,NA,NA,NA,0,2000-05-01,0.664746701717377,6.25,5.57892274856567,206.627258300781,NA,NA,NA,1,2000-05-31 23:00:00,1.85646510124207,22.2222213745117,13.5139961242676,262.590484619141,NA,NA,NA,1
"2000-06",2000-06-15 23:30:00,0.784710778875483,14.3782484102249,7.43757315297921,220.048681072659,NA,NA,NA,1,748297.19406896,0.164519329578021,2.72725128873157,1.17975065410339,12.456988652279,NA,NA,NA,0,2000-06-01,0.442455679178238,6.25,4.81289672851562,203.697891235352,NA,NA,NA,1,2000-06-30 23:00:00,1.21457636356354,20,12.5376815795898,266.015991210938,NA,NA,NA,1
"2000-07",2000-07-16 11:30:00,0.759792225423359,13.6317979744045,6.93069705392725,219.908148589185,NA,NA,NA,1,773238.748806778,0.154082672808968,3.40363405144477,1.36681956019508,18.7937359924906,NA,NA,NA,0,2000-07-01,0.447129875421524,4.81927728652954,4.43852519989014,203.798233032227,NA,NA,NA,1,2000-07-31 23:00:00,1.42079591751099,20,12.2691917419434,271.270202636719,NA,NA,NA,1
"2000-08",2000-08-16 11:30:00,0.790819505437888,14.3027815897619,8.07951871111829,214.648579730782,NA,NA,NA,1,773238.748806778,0.210088646871332,2.59352051681969,2.24820619484391,10.9141186567918,NA,NA,NA,0,2000-08-01,0.46893236041069,6.25,4.49527263641357,200.92170715332,NA,NA,NA,1,2000-08-31 23:00:00,1.78966999053955,20,14.4387683868408,262.816436767578,NA,NA,NA,1
"2000-09",2000-09-15 23:30:00,0.743889707831873,14.4880850702524,7.20472336053848,213.781337545183,NA,NA,NA,1,748297.19406896,0.14834156351659,2.67822808181308,1.2593436730879,8.27207295878478,NA,NA,NA,0,2000-09-01,0.467054128646851,4.81927728652954,4.66638326644897,194.406204223633,NA,NA,NA,1,2000-09-30 23:00:00,1.27429962158203,20,11.0053215026855,274.245056152344,NA,NA,NA,1
"2000-10",2000-10-16 11:30:00,0.780761790964552,14.0996772529617,7.95449430814353,220.34166986609,NA,NA,NA,1,773238.748806778,0.177893201973404,2.03643666813892,1.52427979788971,11.4010084464524,NA,NA,NA,0,2000-10-01,0.495078295469284,6.25,4.80043983459473,205.592330932617,NA,NA,NA,1,2000-10-31 23:00:00,1.46349322795868,20,12.7813005447388,260.765380859375,NA,NA,NA,1
"2000-11",2000-11-15 23:30:00,0.781944153341982,14.7949766976966,8.12459238741133,225.327131841448,NA,NA,NA,1,748297.19406896,0.185156105348973,2.08532964357525,1.23348098022403,12.0751756997456,NA,NA,NA,0,2000-11-01,0.413265615701675,7.14285707473755,5.43758153915405,206.207992553711,NA,NA,NA,1,2000-11-30 23:00:00,1.60035455226898,20,10.9830446243286,265.885131835938,NA,NA,NA,1
