"Date_ym","waveTime_mean","waveHs_mean","waveTp_mean","waveTa_mean","waveDp_mean","waveDm_mean","waveSxy_mean","waveSxx_mean","waveFlagPrimary_mean","waveTime_sd","waveHs_sd","waveTp_sd","waveTa_sd","waveDp_sd","waveDm_sd","waveSxy_sd","waveSxx_sd","waveFlagPrimary_sd","waveTime_min","waveHs_min","waveTp_min","waveTa_min","waveDp_min","waveDm_min","waveSxy_min","waveSxx_min","waveFlagPrimary_min","waveTime_max","waveHs_max","waveTp_max","waveTa_max","waveDp_max","waveDm_max","waveSxy_max","waveSxx_max","waveFlagPrimary_max"
"2000-01",2000-01-16 11:30:00,0.73433077612084,13.1811263855533,7.64149803291726,242.045676026293,247.267298170315,-0.00391608084215276,0.0355494822987596,1,773230.086959799,0.228103589053924,3.3842073487643,1.75318739226816,10.4467857760313,6.1602390587477,0.00631577200633746,0.0274474927578579,0,2000-01-01,0.441766142845154,4,4.45234775543213,221.215454101562,227.873199462891,-0.0453896373510361,0.0115026636049151,1,2000-01-31 23:00:00,1.97234106063843,22.2222213745117,15.564905166626,270.102416992188,263.642150878906,0.0410768613219261,0.322017848491669,1
"2000-02",2000-02-15 11:30:00,1.15384020563215,14.7570324007465,8.85330097171767,238.651514460757,242.815108089155,-0.00387058193758924,0.100619356903752,1,723346.975781037,0.40020529273821,2.77119011290372,1.71619248898702,5.87289695991379,5.5071081907265,0.0128231475925836,0.0878427627283128,0,2000-02-01,0.496107488870621,5.55555534362793,5.25085020065308,214.208435058594,218.28076171875,-0.123641557991505,0.0195615403354168,1,2000-02-29 23:00:00,3.65148758888245,22.2222213745117,14.0056772232056,262.307312011719,255.837997436523,0.0674971118569374,1.01461124420166,1
"2000-03",2000-03-16 11:30:00,1.01948327841538,15.090870822416,8.75449776168792,237.44608955144,243.762236737009,-0.00399449760855212,0.0733649855411585,1,773230.086959799,0.237323813782071,2.52637927954954,1.44113541531788,5.32071312101969,4.99267034783404,0.00771308830247582,0.0354901148213714,0,2000-03-01,0.658560812473297,6.25,5.14700794219971,215.139709472656,222.951416015625,-0.0481593161821365,0.0271443501114845,1,2000-03-31 23:00:00,2.14589428901672,22.2222213745117,13.4520568847656,261.802673339844,256.257385253906,0.0296337995678186,0.248570665717125,1
"2000-04",2000-04-15 23:30:00,0.828436944492299,13.7816638466385,6.79391214582655,235.44328683394,244.818089712991,-0.00323404577470272,0.0420856444591967,1,748288.532169145,0.218390929410777,2.91850739747318,0.913762208363247,9.98010734717649,6.71737214581816,0.00572810507864625,0.0247985070116174,0,2000-04-01,0.430567711591721,4.81927728652954,4.63427782058716,211.907897949219,220.669555664062,-0.03975909948349,0.0104151517152786,1,2000-04-30 23:00:00,1.62023508548737,20,9.89537143707275,278.1708984375,261.185943603516,0.0305764675140381,0.17830017209053,1
"2000-05",2000-05-16 11:30:00,0.892738238330864,14.0442768665945,7.56478354238695,237.411633233443,244.376572870439,-0.00456601198993794,0.0523892787651711,1,773230.086959799,0.244327327062638,3.830425755863,1.22271747213729,13.6557470136018,8.4566927858983,0.00782814384016487,0.030092746286427,0,2000-05-01,0.436004936695099,6.25,4.877197265625,216.95475769043,219.827789306641,-0.0509873628616333,0.0120812198147178,1,2000-05-31 23:00:00,1.81227397918701,22.2222213745117,13.1851072311401,266.356536865234,261.501129150391,0.0188737008720636,0.198716893792152,1
"2000-06",2000-06-15 23:30:00,0.667908824480104,13.9570014074997,6.7929016985827,234.741055264296,243.908318675006,-0.00193907271573184,0.0264252393289806,1,748288.532169145,0.136319619066462,2.95582969725553,1.1531916721636,10.9072250112273,7.14862627359789,0.00310172591832371,0.010903829618455,0,2000-06-01,0.375485211610794,4,4.37742328643799,219.114532470703,224.711151123047,-0.0178771540522575,0.0069798375479877,1,2000-06-30 23:00:00,1.10820949077606,20,12.5474319458008,282.964233398438,261.476989746094,0.00671145506203175,0.0783389061689377,1
"2000-07",2000-07-16 11:30:00,0.65365037792379,12.3971955622396,5.90648853015088,239.927189117691,247.132607359185,-0.00285753130831077,0.0225086864801691,1,773230.086959799,0.146659362855544,4.15870190021546,0.865934357747101,17.0699335281242,7.43975233117119,0.00298696153557066,0.010142304257442,0,2000-07-01,0.321102976799011,3.20000004768372,3.65630388259888,216.648315429688,225.822875976562,-0.0137977702543139,0.00516679929569364,1,2000-07-31 23:00:00,1.02543294429779,20,9.48818302154541,281.787506103516,266.079162597656,0.00401492416858673,0.0717206820845604,1
"2000-08",2000-08-16 11:30:00,0.642677110152513,13.3070462693771,6.62953171000472,235.806019460001,242.718217521585,-0.000957014320223703,0.0237233973121584,1,773230.086959799,0.112589299912992,3.78425633830768,1.42841910652209,15.3652128922464,8.36610800917119,0.00272249157259833,0.0105806857258998,0,2000-08-01,0.37794241309166,4.81927728652954,4.14321851730347,214.497589111328,221.964706420898,-0.0116427065804601,0.00751584675163031,1,2000-08-31 23:00:00,1.20904922485352,20,12.405065536499,278.786437988281,263.142913818359,0.0115075306966901,0.112175241112709,1
"2000-09",2000-09-15 23:30:00,0.647026199588759,13.8829649969935,6.31734463997461,232.640818396321,242.660197840797,-0.00086512886015734,0.02336272748157,1,748288.532169145,0.125273324685494,3.46738483340371,1.24553317964707,11.4673001214685,8.3295848145531,0.0033904562182405,0.0112607730324103,0,2000-09-01,0.413175582885742,4,4.03975200653076,204.736770629883,217.11555480957,-0.0124790063127875,0.00934780947864056,1,2000-09-30 23:00:00,1.30684399604797,20,10.6321449279785,290.260498046875,262.267150878906,0.0245096422731876,0.111771129071712,1
"2000-10",2000-10-16 11:30:00,0.702295465828804,14.103871810981,7.33989385181644,234.819710146996,241.648067611093,-0.00122219631007122,0.0316996180900856,1,773230.086959799,0.189496028499663,2.41162065241314,1.54298702113187,9.08110816686887,6.83880527196022,0.00405790337937825,0.0186407348493699,0,2000-10-01,0.345982819795609,4,4.34919261932373,217.702163696289,223.404922485352,-0.0259561724960804,0.00717976875603199,1,2000-10-31 23:00:00,1.47162473201752,20,13.8744211196899,281.904724121094,263.184631347656,0.0211724955588579,0.139983221888542,1
