"Site","Year","scene_count","restStage","NDVI_sd","NDVI_min","NDVI_max","NDVI_mean","landArea_sd","landArea_min","landArea_max","landArea_mean","percLandArea","waterArea_sd","waterArea_min","waterArea_max","waterArea_mean","percWaterArea","SeaLevel_mean","SeaLevel_mean_filled","waveHs_max","waveHs_sd","waveHs_mean","waveTp_mean","waveTa_mean","Discharge_mean_cms_sum","Discharge_mean_cms_sum_WaterYr","ppt_sum","ppt_sum_WaterYr","tmindegreesC_mean","tmeandegreesC_mean","tmaxdegreesC_mean","tdmeandegreesC_mean","vpdminhPa_mean","vpdmaxhPa_mean","PDSI_mean","SPI_mean","SPEI_mean","ONI_mean","PDO_mean","MEI_mean"
"Tijuana",1984,5,"None",0.0132661968596445,0.334117616,0.364389617,0.352923835,113212.332127067,3201853.48,3496190.218,3367502.8032,95.4827457060876,87236.1619147115,50426.04121,267233.9876,159315.344202,4.51725429391244,0.784419444444445,0.784419444444445,NA,NA,NA,NA,NA,NA,NA,124.79,0.41,13.58,17.72,21.86,10.62,2.058,11.448,-1.24648866561991,0.0361223562783524,-0.599660128695665,-0.52,0.558,-0.352
"Tijuana",1985,6,"None",0.0340971607854075,0.3507886135,0.438814423,0.3873427725,92144.5280233363,3235912.935,3457364.028,3329444.8378,95.1713096357069,125916.417356117,44053.90021,317880.81285,168925.469958,4.82869036429306,0.773329157706093,0.773329157706093,NA,NA,NA,NA,NA,NA,NA,140.83,127.95,15.1,19.12,23.2,11.16,2.622,13.926,-0.468170868426554,0.528568757694544,-0.0384600651937316,-0.48,-0.066,-0.318
"Tijuana",1986,8,"None",0.0396279579586254,0.366871028,0.479819838,0.407237063583333,206113.648276576,2758534.265,3313063.824,3125306.30383333,93.6818947979969,163368.307046152,8749.319117,389583.208,210777.2698095,6.31810520200314,0.764187756016385,0.806445052900485,NA,NA,NA,NA,NA,NA,NA,160.35,228.26,12.5166666666667,17.1166666666667,21.7666666666667,10.0333333333333,1.98333333333333,12.64,1.41511689671359,0.604351430482964,0.614232114142603,0.626666666666667,1.14666666666667,0.641666666666667
"Tijuana",1987,8,"None",0.0280281125423953,0.356030588,0.428225787,0.392875389571429,140534.311708901,2999513.535,3427036.347,3217958.4005,95.5026373457906,103892.670648353,32001.95029,304654.3864,151538.495013571,4.49736265420937,0.76492158446712,0.76492158446712,NA,NA,NA,NA,NA,NA,NA,121.46,190.81,12.5428571428571,16.8857142857143,21.2571428571429,9.62857142857143,2.41857142857143,12.2914285714286,-1.07643826239671,0.471858218141817,0.437890891190511,1.32714285714286,1.46,1.40285714285714
"Tijuana",1988,6,"None",0.0333345342037835,0.392068437,0.462791288,0.413181417875,199630.803669579,3033890.806,3453443.233,3332226.1035,97.0038566409379,72315.5009576009,12580.0168355,189578.0279,102921.960596375,2.99614335906213,0.723922849462366,0.723922849462366,NA,NA,NA,NA,NA,NA,NA,21.04,21.04,14.625,18.725,22.825,11.875,2.5975,13.3525,-0.527665083334339,0.0263223345682333,-0.377818513663754,-0.8075,-0.0675,-0.9275
"Tijuana",1989,7,"None",0.0218871674887223,0.319874102,0.381889185,0.359402513428571,128682.670933147,3107129.812,3518245.432,3337206.822,95.3762128947354,175342.913169302,16820.45143,535891.4488,161785.977895714,4.62378710526458,0.74322927547363,0.74322927547363,NA,NA,NA,NA,NA,NA,NA,31.79,21.91,13.8714285714286,18.1142857142857,22.3285714285714,11.1428571428571,2.31714285714286,13.0414285714286,-2.16569634256683,-0.125709880045518,-0.367771334886549,-0.462857142857143,-0.39,-0.847142857142857
"Tijuana",1990,4,"None",0.0348106726209909,0.343539827,0.412540218,0.3753617495,214470.192522185,2963818.413,3392558.291,3174402.733,96.5975967243283,9364.15914131489,101431.361875,119625.8587,111810.217058333,3.40240327567173,0.837376329151732,0.837376329151732,NA,NA,NA,NA,NA,NA,NA,0.5,9.88,17,20.9333333333333,24.8666666666667,13.9333333333333,3.42666666666667,14.7,-3.13430697774617,0.0159794414191363,-0.735332562275144,0.373333333333333,-0.616666666666667,0.07
"Tijuana",1991,2,"None",NA,0.4064379205,0.4064379205,0.4064379205,NA,3095839.0465,3095839.0465,3095839.0465,99.2072079028526,NA,24739.701701,24739.701701,24739.701701,0.792792097147439,0.683133064516129,0.683133064516129,NA,NA,NA,NA,NA,NA,NA,0,0.5,12.8,16.3,19.7,8.5,3.12,10.97,1.96631647344402,-0.430727299295457,0.236558386492073,0.45,-1.65,0.35
"Tijuana",1992,9,"None",0.0345666442525786,0.320368369,0.419692252,0.380314470428571,202471.379597792,2913298.965,3463912.772,3286470.68292857,96.162513990439,92053.5308690335,13095.7219,264545.9603,131150.744122857,3.83748600956099,0.804229749103943,0.804229749103943,NA,NA,NA,NA,NA,NA,NA,65.48,3.35,14.5285714285714,18.5571428571429,22.5857142857143,11.1428571428571,3.24571428571429,12.8871428571429,1.84601028839149,-0.1984710877813,-1.13164953844426,0.358571428571429,0.971428571428571,1.09285714285714
"Tijuana",1993,9,"None",0.049240803203811,0.297198357,0.446375887,0.386021135,335829.146319923,2657481.004,3617779.966,3238602.284,93.4433504879423,301353.906996534,15266.27607,985540.2568,227243.35091,6.55664951205771,0.788538968538431,0.788538968538431,NA,NA,NA,NA,NA,NA,NA,296.2,315.67,12.8555555555556,17.1888888888889,21.5333333333333,10.3888888888889,2.16111111111111,12.1033333333333,1.35170887641089,0.345837429400347,-0.0563761903499033,0.331111111111111,1.09666666666667,0.9
