"Site","Year","scene_count","restStage","NDVI_sd","NDVI_min","NDVI_max","NDVI_mean","landArea_sd","landArea_min","landArea_max","landArea_mean","percLandArea","waterArea_sd","waterArea_min","waterArea_max","waterArea_mean","percWaterArea","SeaLevel_mean","SeaLevel_mean_filled","waveHs_max","waveHs_sd","waveHs_mean","waveTp_mean","waveTa_mean","Discharge_mean_cms_sum","Discharge_mean_cms_sum_WaterYr","ppt_sum","ppt_sum_WaterYr","tmindegreesC_mean","tmeandegreesC_mean","tmaxdegreesC_mean","tdmeandegreesC_mean","vpdminhPa_mean","vpdmaxhPa_mean","PDSI_mean","SPI_mean","SPEI_mean","ONI_mean","PDO_mean","MEI_mean"
"BolsaChica",1984,8,"Pre",0.031198302819237,0.2129071455,0.286908008,0.249190191966667,101764.598276085,1775007.488,2041727.64233333,1938321.29686667,86.3024456953508,116328.777513401,136628.76615,441978.4875,307642.048956667,13.6975543046492,0.805242643369176,0.805242643369176,NA,NA,NA,NA,NA,NA,NA,28.81,21.96,14.36,18.86,23.34,9.62,3.078,15.57,-1.88413242501677,0.115073478765987,-0.717871620037606,-0.416,0.502,-0.24
"BolsaChica",1985,8,"Pre",0.0496960833599316,0.240548356333333,0.347536018,0.282716901266667,89286.6683722375,1796538.3565,2042449.712,1899003.52623333,82.6572211269075,61723.5669633528,314720.5521,451336.1483,398440.66599,17.3427788730925,0.787667356630824,0.787667356630824,NA,NA,NA,NA,NA,NA,NA,115.78,28.14,13.3,17.72,22.14,9.98,2.14,13.78,-0.575387670431773,0.724333111636308,0.596846168756801,-0.45,-0.106,-0.29
"BolsaChica",1986,12,"Pre",0.0298763051590656,0.260581342,0.342419828,0.298413306777778,188735.041494964,1463084.859,2132284.242,1814246.43777778,80.81474410667,113573.145041594,197784.09507,601256.98915,430698.414591111,19.18525589333,0.781292977328327,0.781292977328327,NA,NA,NA,NA,NA,NA,NA,236.67,301.84,13.1555555555556,17.6333333333333,22.1111111111111,10.6444444444444,1.93222222222222,12.92,0.672095143755818,0.521684312457209,0.405613070727658,0.212222222222222,0.85,0.26
"BolsaChica",1987,6,"Pre",0.0285333172308403,0.246520092,0.316272917,0.2776039345,201096.855693462,1422942.239,1917550.747,1770861.2296,76.6256378630242,174998.297012689,387933.5454,838490.6628,540194.54623,23.3743621369758,0.764964534050179,0.764964534050179,NA,NA,NA,NA,NA,NA,NA,79.42,108.74,11.9,16.26,20.62,8.96,2.338,12.438,-1.35551463059278,0.228378084691025,0.0579293716158831,1.182,1.352,1.5
"BolsaChica",1988,11,"Pre",0.0253080337955428,0.246996508,0.311740487,0.281556944416667,111820.671039853,1565117.77,1865070.1855,1751882.94861111,81.8156309194706,34012.6513995664,342068.13875,430406.1429,389374.081277778,18.1843690805294,0.730686596475508,0.730686596475508,NA,NA,NA,NA,NA,NA,NA,50.61,50.61,13.6666666666667,17.7333333333333,21.8,11.2,2.28166666666667,12.6266666666667,-1.77498074855185,0.423649855176479,0.527377084193444,-0.775,-0.075,-0.821666666666667
"BolsaChica",1989,14,"Pre",0.0442911569963294,0.242544428,0.378921977,0.276260798729167,149450.452942329,1532260.897,1938557.385,1771631.02047917,81.034072827759,70139.125950847,314715.1256,498554.9661,414648.107122917,18.965927172241,0.754624462365592,0.754624462365592,NA,NA,NA,NA,NA,NA,NA,34.19,17.92,14.1375,18.25,22.3625,11.1125,2.5775,13.58875,-2.78734112359455,0.00302782739752176,-0.259696845156832,-0.48125,-0.33625,-0.88625
"BolsaChica",1990,6,"Pre",0.0195769391933252,0.231614225333333,0.276101403,0.247638901083333,102090.422840288,1607135.023,1845485.434,1745320.90883333,75.9718284006391,121345.996387331,460315.546466667,723256.473,552005.541741667,24.0281715993609,0.811924385560676,0.811924385560676,NA,NA,NA,NA,NA,NA,NA,60.53,76.8,14.625,18.625,22.675,12,2.45,13.4625,-2.74977795753027,0.275451047969291,-0.128172215730062,0.3325,-0.7825,0.16
"BolsaChica",1991,6,"Pre",0.00761342350700196,0.262147877,0.282100629,0.2728843853,186800.695133303,1487734.465,1911723.753,1732977.9336,78.5186120717489,162660.683587053,324565.6392,743223.6065,474113.97477,21.4813879282511,0.737737240143369,0.737737240143369,NA,NA,NA,NA,NA,NA,NA,162.05,162.05,12.6,16.02,19.44,10,1.962,9.4,1.27551132657954,0.293490022145202,0.965452804411869,0.438,-1.254,0.456
"BolsaChica",1992,12,"Pre",0.034796688656859,0.208663856,0.313955903,0.261150031291667,118061.128495963,1724042.422,2082252.564,1839185.97066667,80.9446987081002,110443.391295477,274765.8491,633127.8419,432965.263472917,19.0553012918998,0.850047849462366,0.850047849462366,NA,NA,NA,NA,NA,NA,NA,23.36,10.21,15.9,19.4625,23.0125,13.0125,2.9875,11.97625,1.79740501178021,0.164336585354612,-0.514475156564497,0.36,1.0525,1.01625
"BolsaChica",1993,16,"Pre",0.0617957818063767,0.226240946,0.397997782,0.30248939825,175846.95219512,1325849.286,1960699.6105,1675660.1645,78.1009231435544,147089.182742728,238455.2731,736747.9895,469846.056239583,21.8990768564456,0.830068305971582,0.830068305971582,NA,NA,NA,NA,NA,NA,NA,255.18,223.96,12.6625,16.8625,21.075,9.875,1.95,12.26375,2.89034856229216,0.428972863081595,0.369307564635746,0.31125,1.0475,0.84
