"Site","Year","scene_count","restStage","NDVI_sd","NDVI_min","NDVI_max","NDVI_mean","landArea_sd","landArea_min","landArea_max","landArea_mean","percLandArea","waterArea_sd","waterArea_min","waterArea_max","waterArea_mean","percWaterArea","SeaLevel_mean","SeaLevel_mean_filled","waveHs_max","waveHs_sd","waveHs_mean","waveTp_mean","waveTa_mean","Discharge_mean_cms_sum","Discharge_mean_cms_sum_WaterYr","ppt_sum","ppt_sum_WaterYr","tmindegreesC_mean","tmeandegreesC_mean","tmaxdegreesC_mean","tdmeandegreesC_mean","vpdminhPa_mean","vpdmaxhPa_mean","PDSI_mean","SPI_mean","SPEI_mean","ONI_mean","PDO_mean","MEI_mean"
"BatiquitosLagoon",1984,4,"Pre",0.0148824258780987,0.26782278,0.30181193,0.28932380925,527604.967639809,1018972.645,2135569.723,1529747.7625,74.3625951818407,582584.774887691,5227.608096,1145861.056,527399.0581015,25.6374048181593,0.770046852598566,0.770046852598566,NA,NA,NA,NA,NA,NA,NA,8.61,1.99,12.525,17.175,21.85,9.6,1.955,12.27,-2.23558446303413,-0.443788559302637,-0.94826049566793,-0.465,0.6825,-0.3625
"BatiquitosLagoon",1985,3,"Pre",0.0506952471958317,0.282041711,0.382201758,0.327575698333333,191882.842689832,1175394.428,1535673.233,1393694.98433333,68.5786272749653,340759.221477785,363156.4407,1019639.31,638563.5191,31.4213727250347,0.755798148148148,0.755798148148148,NA,NA,NA,NA,NA,NA,NA,100.35,14.24,11.3333333333333,15.9333333333333,20.5333333333333,8.46666666666667,1.67,11.6866666666667,-0.645465729788467,0.672447969658294,0.65370716109556,-0.483333333333333,-0.346666666666667,-0.4
"BatiquitosLagoon",1986,7,"Pre",0.0401211324589645,0.328201026,0.420819457,0.380127498416667,498986.558207375,506347.9842,1832092.92,1123573.97715833,54.9382714371551,509693.933867051,322699.0812,1453351.609,921583.15605,45.0617285628449,0.770330448348694,0.770330448348694,NA,NA,NA,NA,NA,NA,NA,232.78,268.04,10.2166666666667,15.3666666666667,20.5166666666667,8.7,1.55666666666667,11.0983333333333,0.468814046480024,0.765120202911227,1.03162016384087,0.418333333333333,1.26,0.481666666666667
"BatiquitosLagoon",1987,4,"Pre",0.0488205060175092,0.296488044,0.387392783,0.3444184415,614967.041467662,463057.603,1631991.849,1000801.12505,48.648711160417,688494.201371002,404157.9149,1734187.366,1056398.544125,51.351288839583,0.734490109767025,0.734490109767025,NA,NA,NA,NA,NA,NA,NA,41.08,98.55,11.775,15.9,20.05,9.475,2.1675,9.965,-0.925329487280486,0.231356577238874,0.279670602905516,1.1225,1.2325,1.74
"BatiquitosLagoon",1988,6,"Pre",0.0210286199723324,0.288928587,0.340376477,0.31544959675,466608.659016419,532189.4205,1657900.263,1124694.8855,54.3067386803144,406703.232688939,523400.3695,1442380.538,946309.4002125,45.6932613196856,0.749695911738351,0.749695911738351,NA,NA,NA,NA,NA,NA,NA,11.22,11.22,13.2,17.5,21.8,12.075,1.73,10.58,-0.259637904279291,-0.390015372571145,-0.331180314464207,-0.8075,-0.0675,-0.9275
"BatiquitosLagoon",1989,7,"Pre",0.0177511367534383,0.3517714,0.396393103,0.372930741833333,219075.502793507,606428.4771,1190688.857,881949.939333333,41.1144160939174,274719.948284388,925545.7144,1611401.842,1263161.24823333,58.8855839060825,0.765273372162485,0.765273372162485,NA,NA,NA,NA,NA,NA,NA,37.06,23.89,11.9833333333333,16.6666666666667,21.35,10.2833333333333,2.17833333333333,12.485,-2.14110425638357,-0.0595668339924675,-0.250035554086624,-0.488333333333333,-0.548333333333333,-0.801666666666667
"BatiquitosLagoon",1990,2,"Pre",0.0379376003932323,0.276758836,0.330410705,0.3035847705,224916.169285106,1555936.722,1874016.219,1714976.4705,89.5445139619473,26464.9066419617,181532.2818,218959.3117,200245.79675,10.4554860380527,0.860686066308244,0.860686066308244,NA,NA,NA,NA,NA,NA,NA,2.14,15.31,17.1,20.5,23.95,15.35,2.975,10.705,-2.38090538038487,0.383291284514171,-0.254276518338983,0.385,-0.345,0.135
"BatiquitosLagoon",1991,1,"Pre",NA,0.276730595,0.276730595,0.276730595,NA,1816798.402,1816798.402,1816798.402,81.9178269229818,NA,401031.9168,401031.9168,401031.9168,18.0821730770182,0.679084677419355,0.679084677419355,NA,NA,NA,NA,NA,NA,NA,0,0,11.7,15.1,18.5,8.8,2.55,8.24,1.33822175991506,-0.861634120174172,0.367794899571271,0.45,-1.65,0.35
"BatiquitosLagoon",1992,10,"Pre",0.0321151302000714,0.3021212,0.390830112,0.35089211975,394897.600948422,513207.4248,1627489.924,1063264.31801875,51.7594560228843,302592.132183846,481623.82335,1480902.322,990977.36015625,48.2405439771157,0.82109573812724,0.82109573812724,NA,NA,NA,NA,NA,NA,NA,155.66,71.79,12.4375,17.05,21.675,9.475,3.11125,12.49,1.78229306501336,0.2094317488019,-0.666195648786297,0.5275,0.86,1.16875
"BatiquitosLagoon",1993,7,"Pre",0.0285923174374064,0.305797797,0.388191075,0.347725500583333,508251.731349949,797597.0598,2175331.258,1361890.1403,66.4913070434539,499906.753240397,42499.06126,1347979.058,686332.703943333,33.5086929565461,0.786868630525687,0.786868630525687,NA,NA,NA,NA,NA,NA,NA,275.38,326.9,10.95,15.6333333333333,20.3666666666667,9,1.83166666666667,11.555,2.66953747851051,-0.102312571566194,-0.055266907851903,0.301666666666667,1.045,0.811666666666667
