YEAR,MON/MMM,NINO34_MEAN,NINO34_CLIM,NINO34_ANOM,ONI,PHASE
1999,6,26.54,27.59,-1.05,-1.04,L
1999,7,26.13,27.18,-1.05,-1.1,L
1999,8,25.64,26.83,-1.19,-1.11,L
1999,9,25.63,26.73,-1.09,-1.16,L
1999,10,25.48,26.67,-1.19,-1.26,L
1999,11,25.13,26.63,-1.5,-1.46,L
1999,12,24.87,26.56,-1.7,-1.66,L
2000,1,24.79,26.56,-1.77,-1.66,L
2000,2,25.23,26.75,-1.53,-1.41,L
2000,3,26.31,27.24,-0.93,-1.07,L
2000,4,26.96,27.72,-0.75,-0.81,L
2000,5,27.08,27.81,-0.74,-0.71,L
2000,6,26.95,27.59,-0.64,-0.64,L
2000,7,26.63,27.18,-0.55,-0.55,L
2000,8,26.37,26.83,-0.47,-0.51,L
2000,9,26.2,26.73,-0.52,-0.55,L
2000,10,26.02,26.67,-0.65,-0.63,L
2000,11,25.92,26.63,-0.71,-0.75,L
2000,12,25.69,26.56,-0.88,-0.74,L
2001,1,25.82,26.45,-0.63,-0.68,L
2001,2,26.14,26.66,-0.53,-0.52,L
2001,3,26.82,27.21,-0.39,-0.44,N
2001,4,27.34,27.73,-0.39,-0.34,N
2001,5,27.61,27.85,-0.24,-0.25,N
2001,6,27.54,27.65,-0.11,-0.12,N
2001,7,27.25,27.26,-0.01,-0.07,N
2001,8,26.8,26.91,-0.1,-0.13,N
2001,9,26.52,26.8,-0.28,-0.19,N
2001,10,26.57,26.75,-0.18,-0.29,N
2001,11,26.34,26.75,-0.41,-0.35,N
2001,12,26.2,26.65,-0.46,-0.31,N
2002,1,26.4,26.45,-0.05,-0.15,N
2002,2,26.72,26.66,0.06,0.04,N
2002,3,27.3,27.21,0.1,0.09,N
2002,4,27.85,27.73,0.12,0.2,N
2002,5,28.24,27.85,0.4,0.44,N
2002,6,28.44,27.65,0.79,0.65,E
2002,7,28.03,27.26,0.77,0.79,E
2002,8,27.72,26.91,0.81,0.86,E
2002,9,27.81,26.8,1.01,1.01,E
2002,10,27.96,26.75,1.2,1.21,E
2002,11,28.16,26.75,1.41,1.31,E
2002,12,27.97,26.65,1.32,1.14,E
2003,1,27.16,26.45,0.7,0.92,E
2003,2,27.4,26.66,0.74,0.63,E
2003,3,27.66,27.21,0.45,0.38,N
2003,4,27.69,27.73,-0.05,-0.04,N
2003,5,27.33,27.85,-0.52,-0.26,N
2003,6,27.44,27.65,-0.21,-0.16,N
2003,7,27.5,27.26,0.24,0.08,N
2003,8,27.11,26.91,0.2,0.21,N
2003,9,26.98,26.8,0.19,0.26,N
2003,10,27.14,26.75,0.39,0.29,N
2003,11,27.04,26.75,0.29,0.36,N
2003,12,27.04,26.65,0.39,0.35,N
2004,1,26.83,26.45,0.38,0.37,N
2004,2,27,26.66,0.34,0.31,N
2004,3,27.41,27.21,0.21,0.23,N
2004,4,27.89,27.73,0.16,0.17,N
2004,5,27.99,27.85,0.14,0.17,N
2004,6,27.85,27.65,0.2,0.28,N
2004,7,27.77,27.26,0.51,0.47,N
2004,8,27.6,26.91,0.7,0.64,E
2004,9,27.52,26.8,0.73,0.7,E
2004,10,27.44,26.75,0.69,0.67,E
2004,11,27.36,26.75,0.61,0.66,E
2004,12,27.34,26.65,0.69,0.69,E
2005,1,27.21,26.45,0.76,0.64,E
2005,2,27.12,26.66,0.46,0.58,E
2005,3,27.74,27.21,0.53,0.45,N
2005,4,28.09,27.73,0.35,0.43,N
2005,5,28.24,27.85,0.39,0.29,N
2005,6,27.77,27.65,0.12,0.11,N
2005,7,27.07,27.26,-0.19,-0.06,N
2005,8,26.8,26.91,-0.1,-0.14,N
2005,9,26.68,26.8,-0.11,-0.11,N
2005,10,26.65,26.75,-0.1,-0.28,N
2005,11,26.11,26.75,-0.64,-0.57,L
2005,12,25.68,26.65,-0.97,-0.81,L
2006,1,25.64,26.45,-0.81,-0.79,L
2006,2,26.09,26.66,-0.57,-0.67,L
2006,3,26.58,27.21,-0.62,-0.47,N
2006,4,27.51,27.73,-0.22,-0.28,N
2006,5,27.85,27.85,0,-0.05,N
2006,6,27.73,27.65,0.08,0.04,N
2006,7,27.3,27.26,0.04,0.12,N
2006,8,27.16,26.91,0.26,0.27,N
2006,9,27.32,26.8,0.52,0.48,N
2006,10,27.42,26.75,0.66,0.71,E
2006,11,27.7,26.75,0.95,0.9,E
2006,12,27.74,26.65,1.09,0.95,E
2007,1,27.25,26.45,0.8,0.71,E
2007,2,26.9,26.66,0.23,0.32,N
2007,3,27.12,27.21,-0.09,-0.02,N
2007,4,27.51,27.73,-0.22,-0.23,N
2007,5,27.46,27.85,-0.38,-0.29,N
2007,6,27.37,27.65,-0.28,-0.4,N
2007,7,26.7,27.26,-0.55,-0.53,L
2007,8,26.13,26.91,-0.77,-0.84,L
2007,9,25.61,26.8,-1.19,-1.13,L
2007,10,25.33,26.75,-1.42,-1.4,L
2007,11,25.17,26.75,-1.58,-1.54,L
2007,12,25.02,26.65,-1.63,-1.59,L
2008,1,24.87,26.45,-1.58,-1.59,L
2008,2,25.1,26.66,-1.56,-1.42,L
2008,3,26.09,27.21,-1.12,-1.19,L
2008,4,26.84,27.73,-0.9,-0.92,L
2008,5,27.09,27.85,-0.75,-0.75,L
2008,6,27.04,27.65,-0.61,-0.54,L
2008,7,26.99,27.26,-0.26,-0.35,N
2008,8,26.72,26.91,-0.18,-0.26,N
2008,9,26.47,26.8,-0.33,-0.3,N
2008,10,26.37,26.75,-0.39,-0.41,N
2008,11,26.25,26.75,-0.5,-0.6,L
2008,12,25.74,26.65,-0.91,-0.73,L
2009,1,25.67,26.45,-0.79,-0.79,L
2009,2,25.97,26.66,-0.69,-0.69,L
2009,3,26.6,27.21,-0.61,-0.52,L
2009,4,27.48,27.73,-0.26,-0.24,N
2009,5,27.99,27.85,0.15,0.09,N
2009,6,28.04,27.65,0.39,0.35,N
2009,7,27.77,27.26,0.52,0.47,N
2009,8,27.42,26.91,0.51,0.54,E
2009,9,27.4,26.8,0.6,0.66,E
2009,10,27.61,26.75,0.85,0.95,E
2009,11,28.15,26.75,1.41,1.31,E
2009,12,28.33,26.65,1.68,1.57,E
2010,1,28.06,26.45,1.61,1.55,E
2010,2,28.01,26.66,1.35,1.32,E
2010,3,28.19,27.21,0.99,0.94,E
2010,4,28.21,27.73,0.48,0.45,N
2010,5,27.72,27.85,-0.12,-0.08,N
2010,6,27.04,27.65,-0.61,-0.59,L
2010,7,26.23,27.26,-1.03,-1.02,L
2010,8,25.47,26.91,-1.43,-1.38,L
2010,9,25.13,26.8,-1.67,-1.61,L
2010,10,25.03,26.75,-1.72,-1.69,L
2010,11,25.06,26.75,-1.68,-1.69,L
2010,12,25,26.65,-1.65,-1.59,L
2011,1,25.02,26.45,-1.43,-1.36,L
2011,2,25.66,26.66,-1,-1.09,L
2011,3,26.38,27.21,-0.82,-0.83,L
2011,4,27.07,27.73,-0.66,-0.64,L
2011,5,27.42,27.85,-0.43,-0.46,N
2011,6,27.35,27.65,-0.3,-0.37,N
2011,7,26.87,27.26,-0.39,-0.46,N
2011,8,26.22,26.91,-0.69,-0.65,L
2011,9,25.92,26.8,-0.87,-0.88,L
2011,10,25.67,26.75,-1.08,-1.06,L
2011,11,25.53,26.75,-1.22,-1.14,L
2011,12,25.55,26.65,-1.11,-1.03,L
2012,1,25.69,26.45,-0.77,-0.81,L
2012,2,26.09,26.66,-0.57,-0.62,L
2012,3,26.68,27.21,-0.52,-0.5,L
2012,4,27.33,27.73,-0.41,-0.39,N
2012,5,27.61,27.85,-0.23,-0.18,N
2012,6,27.75,27.65,0.1,0.05,N
2012,7,27.54,27.26,0.28,0.26,N
2012,8,27.32,26.91,0.41,0.33,N
2012,9,27.1,26.8,0.3,0.31,N
2012,10,26.98,26.75,0.22,0.21,N
2012,11,26.86,26.75,0.11,0.01,N
2012,12,26.34,26.65,-0.31,-0.21,N
2013,1,26.02,26.45,-0.43,-0.39,N
2013,2,26.24,26.66,-0.42,-0.34,N
2013,3,27.03,27.21,-0.17,-0.25,N
2013,4,27.57,27.73,-0.16,-0.22,N
2013,5,27.52,27.85,-0.32,-0.28,N
2013,6,27.29,27.65,-0.36,-0.35,N
2013,7,26.89,27.26,-0.37,-0.39,N
2013,8,26.46,26.91,-0.44,-0.36,N
2013,9,26.53,26.8,-0.27,-0.32,N
2013,10,26.51,26.75,-0.25,-0.24,N
2013,11,26.55,26.75,-0.2,-0.23,N
2013,12,26.41,26.65,-0.24,-0.28,N
2014,1,26.05,26.45,-0.41,-0.39,N
2014,2,26.13,26.66,-0.53,-0.38,N
2014,3,27,27.21,-0.21,-0.19,N
2014,4,27.9,27.73,0.16,0.12,N
2014,5,28.24,27.85,0.39,0.28,N
2014,6,27.94,27.65,0.29,0.21,N
2014,7,27.21,27.26,-0.05,0.05,N
2014,8,26.81,26.91,-0.1,0.02,N
2014,9,26.99,26.8,0.19,0.16,N
2014,10,27.14,26.75,0.39,0.42,N
2014,11,27.44,26.75,0.69,0.57,E
2014,12,27.3,26.65,0.65,0.65,E
2015,1,27.06,26.45,0.61,0.6,E
2015,2,27.19,26.66,0.53,0.57,E
2015,3,27.77,27.21,0.56,0.63,E
2015,4,28.52,27.73,0.78,0.78,E
2015,5,28.85,27.85,1,1.01,E
2015,6,28.9,27.65,1.24,1.24,E
2015,7,28.74,27.26,1.48,1.53,E
2015,8,28.77,26.91,1.86,1.82,E
2015,9,28.91,26.8,2.11,2.1,E
2015,10,29.07,26.75,2.31,2.36,E
2015,11,29.41,26.75,2.66,2.52,E
2015,12,29.25,26.65,2.6,2.64,E
2016,1,29.11,26.45,2.65,2.53,E
2016,2,29.01,26.66,2.34,2.23,E
2016,3,28.91,27.21,1.71,1.68,E
2016,4,28.73,27.73,1,1.03,E
2016,5,28.24,27.85,0.4,0.48,N
2016,6,27.71,27.65,0.05,0.01,N
2016,7,26.82,27.26,-0.44,-0.33,N
2016,8,26.29,26.91,-0.62,-0.57,L
2016,9,26.15,26.8,-0.64,-0.68,L
2016,10,25.98,26.75,-0.77,-0.74,L
2016,11,25.95,26.75,-0.8,-0.71,L
2016,12,26.1,26.65,-0.55,-0.56,L
2017,1,26.12,26.45,-0.33,-0.29,N
2017,2,26.67,26.66,0.01,-0.07,N
2017,3,27.32,27.21,0.11,0.14,N
2017,4,28.02,27.73,0.29,0.28,N
2017,5,28.28,27.85,0.44,0.38,N
2017,6,28.05,27.65,0.4,0.38,N
2017,7,27.54,27.26,0.29,0.16,N
2017,8,26.7,26.91,-0.21,-0.15,N
2017,9,26.28,26.8,-0.51,-0.44,N
2017,10,26.15,26.75,-0.61,-0.71,L
2017,11,25.74,26.75,-1.01,-0.89,L
2017,12,25.6,26.65,-1.05,-0.99,L
2018,1,25.56,26.45,-0.89,-0.88,L
2018,2,25.97,26.66,-0.7,-0.77,L
2018,3,26.48,27.21,-0.73,-0.62,L
2018,4,27.3,27.73,-0.43,-0.43,N
2018,5,27.72,27.85,-0.12,-0.14,N
2018,6,27.77,27.65,0.12,0.05,N
2018,7,27.42,27.26,0.16,0.11,N
2018,8,26.95,26.91,0.04,0.2,N
2018,9,27.19,26.8,0.39,0.43,N
2018,10,27.61,26.75,0.86,0.7,E
2018,11,27.6,26.75,0.86,0.85,E
2018,12,27.48,26.65,0.83,0.81,E
2019,1,27.2,26.45,0.75,0.8,E
2019,2,27.48,26.66,0.81,0.82,E
2019,3,28.1,27.21,0.89,0.81,E
2019,4,28.45,27.73,0.71,0.75,E
2019,5,28.49,27.85,0.64,0.63,E
2019,6,28.18,27.65,0.53,0.52,E
2019,7,27.64,27.26,0.38,0.3,N
2019,8,26.9,26.91,-0.01,0.11,N
2019,9,26.75,26.8,-0.04,0.13,N
2019,10,27.2,26.75,0.45,0.29,N
2019,11,27.23,26.75,0.48,0.47,N
2019,12,27.12,26.65,0.47,0.55,E
2020,1,27.15,26.45,0.7,0.54,E
2020,2,27.12,26.66,0.46,0.55,E
2020,3,27.71,27.21,0.5,-99.99,M
2020,4,-99.99,27.73,-99.99,-99.99,M
2020,5,-99.99,27.85,-99.99,-99.99,M
2020,6,-99.99,27.65,-99.99,-99.99,M
2020,7,-99.99,27.26,-99.99,-99.99,M
2020,8,-99.99,26.91,-99.99,-99.99,M
2020,9,-99.99,26.8,-99.99,-99.99,M
2020,10,-99.99,26.75,-99.99,-99.99,M
2020,11,-99.99,26.75,-99.99,-99.99,M
2020,12,-99.99,26.65,-99.99,-99.99,M
