"Agency","Site_no","Date","Discharge_mean_cfs","DataValQualCode"
"USGS",11046000,"1990-04-24",10,"A"
"USGS",11046000,"1990-04-25",9.3,"A"
"USGS",11046000,"1990-04-26",11,"A"
"USGS",11046000,"1990-04-27",8.8,"A"
"USGS",11046000,"1990-04-28",8.8,"A"
"USGS",11046000,"1990-04-29",8.5,"A"
"USGS",11046000,"1990-04-30",7.7,"A"
"USGS",11046000,"1990-05-01",9.1,"A"
"USGS",11046000,"1990-05-02",8.8,"A"
"USGS",11046000,"1990-05-03",7.7,"A"
"USGS",11046000,"1990-05-04",7,"A"
"USGS",11046000,"1990-05-05",7.2,"A"
"USGS",11046000,"1990-05-06",6.7,"A"
"USGS",11046000,"1990-05-07",6.5,"A"
"USGS",11046000,"1990-05-08",5.8,"A"
"USGS",11046000,"1990-05-09",5.6,"A"
"USGS",11046000,"1990-05-10",5.2,"A"
"USGS",11046000,"1990-05-11",6,"A"
"USGS",11046000,"1990-05-12",5.4,"A"
"USGS",11046000,"1990-05-13",5.8,"A"
"USGS",11046000,"1990-05-14",6.5,"A"
"USGS",11046000,"1990-05-15",6,"A"
"USGS",11046000,"1990-05-16",5.6,"A"
"USGS",11046000,"1990-05-17",5,"A"
"USGS",11046000,"1990-05-18",4.8,"A"
"USGS",11046000,"1990-05-19",5,"A"
"USGS",11046000,"1990-05-20",5.4,"A"
"USGS",11046000,"1990-05-21",4.8,"A"
"USGS",11046000,"1990-05-22",4.8,"A"
"USGS",11046000,"1990-05-23",4.2,"A"
"USGS",11046000,"1990-05-24",4,"A"
"USGS",11046000,"1990-05-25",4,"A"
"USGS",11046000,"1990-05-26",3.9,"A"
"USGS",11046000,"1990-05-27",3.8,"A"
"USGS",11046000,"1990-05-28",5.1,"A"
"USGS",11046000,"1990-05-29",4.6,"A"
"USGS",11046000,"1990-05-30",4.4,"A"
"USGS",11046000,"1990-05-31",5.7,"A"
"USGS",11046000,"1990-06-01",7.7,"A"
"USGS",11046000,"1990-06-02",9.4,"A"
"USGS",11046000,"1990-06-03",9.4,"A"
"USGS",11046000,"1990-06-04",7.5,"A"
"USGS",11046000,"1990-06-05",7.5,"A"
"USGS",11046000,"1990-06-06",6.7,"A"
"USGS",11046000,"1990-06-07",6.3,"A"
"USGS",11046000,"1990-06-08",6.3,"A"
"USGS",11046000,"1990-06-09",6.5,"A"
"USGS",11046000,"1990-06-10",7.2,"A"
"USGS",11046000,"1990-06-11",7,"A"
"USGS",11046000,"1990-06-12",6,"A"
"USGS",11046000,"1990-06-13",6,"A"
"USGS",11046000,"1990-06-14",6,"A"
"USGS",11046000,"1990-06-15",6.7,"A"
"USGS",11046000,"1990-06-16",6.8,"A"
"USGS",11046000,"1990-06-17",7.2,"A"
"USGS",11046000,"1990-06-18",6.3,"A"
"USGS",11046000,"1990-06-19",6.6,"A"
"USGS",11046000,"1990-06-20",5.9,"A"
"USGS",11046000,"1990-06-21",5.4,"A"
"USGS",11046000,"1990-06-22",5.6,"A"
"USGS",11046000,"1990-06-23",5.5,"A"
"USGS",11046000,"1990-06-24",5.7,"A"
"USGS",11046000,"1990-06-25",6.1,"A"
"USGS",11046000,"1990-06-26",5.7,"A"
"USGS",11046000,"1990-06-27",4.7,"A"
"USGS",11046000,"1990-06-28",4.8,"A"
"USGS",11046000,"1990-06-29",4.3,"A"
"USGS",11046000,"1990-06-30",4.9,"A"
"USGS",11046000,"1990-07-01",3.7,"A"
"USGS",11046000,"1990-07-02",3.3,"A"
"USGS",11046000,"1990-07-03",3.6,"A"
"USGS",11046000,"1990-07-04",3.5,"A"
"USGS",11046000,"1990-07-05",3.1,"A"
"USGS",11046000,"1990-07-06",2.2,"A"
"USGS",11046000,"1990-07-07",1.3,"A"
"USGS",11046000,"1990-07-08",1.7,"A"
"USGS",11046000,"1990-07-09",1.6,"A"
"USGS",11046000,"1990-07-10",1.2,"A"
"USGS",11046000,"1990-07-11",0.48,"A"
"USGS",11046000,"1990-07-12",0.08,"A"
"USGS",11046000,"1990-07-13",0,"A"
"USGS",11046000,"1990-07-14",0,"A"
"USGS",11046000,"1990-07-15",0,"A"
"USGS",11046000,"1990-07-16",0,"A"
"USGS",11046000,"1990-07-17",0,"A"
"USGS",11046000,"1990-07-18",0,"A"
"USGS",11046000,"1990-07-19",0,"A"
"USGS",11046000,"1990-07-20",0,"A"
"USGS",11046000,"1990-07-21",0,"A"
"USGS",11046000,"1990-07-22",0,"A"
"USGS",11046000,"1990-07-23",0,"A"
"USGS",11046000,"1990-07-24",0,"A"
"USGS",11046000,"1990-07-25",0,"A"
"USGS",11046000,"1990-07-26",0,"A"
"USGS",11046000,"1990-07-27",0,"A"
"USGS",11046000,"1990-07-28",0,"A"
"USGS",11046000,"1990-07-29",0,"A"
"USGS",11046000,"1990-07-30",0,"A"
"USGS",11046000,"1990-07-31",0,"A"
"USGS",11046000,"1990-08-01",0,"A"
"USGS",11046000,"1990-08-02",0,"A"
"USGS",11046000,"1990-08-03",0,"A"
"USGS",11046000,"1990-08-04",0,"A"
"USGS",11046000,"1990-08-05",0,"A"
"USGS",11046000,"1990-08-06",0,"A"
"USGS",11046000,"1990-08-07",0,"A"
"USGS",11046000,"1990-08-08",0,"A"
"USGS",11046000,"1990-08-09",0,"A"
"USGS",11046000,"1990-08-10",0,"A"
"USGS",11046000,"1990-08-11",0,"A"
"USGS",11046000,"1990-08-12",0,"A"
"USGS",11046000,"1990-08-13",0,"A"
"USGS",11046000,"1990-08-14",0,"A"
"USGS",11046000,"1990-08-15",0,"A"
"USGS",11046000,"1990-08-16",0,"A"
"USGS",11046000,"1990-08-17",0,"A"
"USGS",11046000,"1990-08-18",0,"A"
"USGS",11046000,"1990-08-19",0,"A"
"USGS",11046000,"1990-08-20",0,"A"
"USGS",11046000,"1990-08-21",0,"A"
"USGS",11046000,"1990-08-22",0,"A"
"USGS",11046000,"1990-08-23",0,"A"
"USGS",11046000,"1990-08-24",0,"A"
"USGS",11046000,"1990-08-25",0,"A"
"USGS",11046000,"1990-08-26",0,"A"
"USGS",11046000,"1990-08-27",0,"A"
"USGS",11046000,"1990-08-28",0,"A"
"USGS",11046000,"1990-08-29",0,"A"
"USGS",11046000,"1990-08-30",0,"A"
"USGS",11046000,"1990-08-31",0,"A"
"USGS",11046000,"1990-09-01",0,"A"
"USGS",11046000,"1990-09-02",0,"A"
"USGS",11046000,"1990-09-03",0,"A"
"USGS",11046000,"1990-09-04",0,"A"
"USGS",11046000,"1990-09-05",0,"A"
"USGS",11046000,"1990-09-06",0,"A"
"USGS",11046000,"1990-09-07",0,"A"
"USGS",11046000,"1990-09-08",0,"A"
"USGS",11046000,"1990-09-09",0,"A"
"USGS",11046000,"1990-09-10",0,"A"
"USGS",11046000,"1990-09-11",0,"A"
"USGS",11046000,"1990-09-12",0,"A"
"USGS",11046000,"1990-09-13",0,"A"
"USGS",11046000,"1990-09-14",0,"A"
"USGS",11046000,"1990-09-15",0,"A"
"USGS",11046000,"1990-09-16",0,"A"
"USGS",11046000,"1990-09-17",0,"A"
"USGS",11046000,"1990-09-18",0,"A"
"USGS",11046000,"1990-09-19",0,"A"
"USGS",11046000,"1990-09-20",0,"A"
"USGS",11046000,"1990-09-21",0,"A"
"USGS",11046000,"1990-09-22",0,"A"
"USGS",11046000,"1990-09-23",0,"A"
"USGS",11046000,"1990-09-24",0,"A"
"USGS",11046000,"1990-09-25",0,"A"
"USGS",11046000,"1990-09-26",0,"A"
"USGS",11046000,"1990-09-27",0,"A"
"USGS",11046000,"1990-09-28",0,"A"
"USGS",11046000,"1990-09-29",0,"A"
"USGS",11046000,"1990-09-30",0,"A"
"USGS",11046000,"1990-10-01",0,"A"
"USGS",11046000,"1990-10-02",0,"A"
"USGS",11046000,"1990-10-03",0,"A"
"USGS",11046000,"1990-10-04",0,"A"
"USGS",11046000,"1990-10-05",0,"A"
"USGS",11046000,"1990-10-06",0,"A"
"USGS",11046000,"1990-10-07",0,"A"
"USGS",11046000,"1990-10-08",0,"A"
"USGS",11046000,"1990-10-09",0,"A"
"USGS",11046000,"1990-10-10",0,"A"
"USGS",11046000,"1990-10-11",0,"A"
"USGS",11046000,"1990-10-12",0,"A"
"USGS",11046000,"1990-10-13",0,"A"
"USGS",11046000,"1990-10-14",0,"A"
"USGS",11046000,"1990-10-15",0,"A"
"USGS",11046000,"1990-10-16",0,"A"
"USGS",11046000,"1990-10-17",0,"A"
"USGS",11046000,"1990-10-18",0,"A"
"USGS",11046000,"1990-10-19",0,"A"
"USGS",11046000,"1990-10-20",0,"A"
"USGS",11046000,"1990-10-21",0,"A"
"USGS",11046000,"1990-10-22",0,"A"
"USGS",11046000,"1990-10-23",0,"A"
"USGS",11046000,"1990-10-24",0,"A"
"USGS",11046000,"1990-10-25",0,"A"
"USGS",11046000,"1990-10-26",0,"A"
"USGS",11046000,"1990-10-27",0,"A"
"USGS",11046000,"1990-10-28",0,"A"
"USGS",11046000,"1990-10-29",0,"A"
"USGS",11046000,"1990-10-30",0,"A"
"USGS",11046000,"1990-10-31",0,"A"
"USGS",11046000,"1990-11-01",0,"A"
"USGS",11046000,"1990-11-02",0,"A"
"USGS",11046000,"1990-11-03",0,"A"
"USGS",11046000,"1990-11-04",0,"A"
"USGS",11046000,"1990-11-05",0,"A"
"USGS",11046000,"1990-11-06",0,"A"
"USGS",11046000,"1990-11-07",0,"A"
"USGS",11046000,"1990-11-08",0,"A"
"USGS",11046000,"1990-11-09",0,"A"
"USGS",11046000,"1990-11-10",0,"A"
"USGS",11046000,"1990-11-11",0,"A"
"USGS",11046000,"1990-11-12",0,"A"
"USGS",11046000,"1990-11-13",0,"A"
"USGS",11046000,"1990-11-14",0,"A"
"USGS",11046000,"1990-11-15",0,"A"
"USGS",11046000,"1990-11-16",0,"A"
"USGS",11046000,"1990-11-17",0,"A"
"USGS",11046000,"1990-11-18",0,"A"
"USGS",11046000,"1990-11-19",0,"A"
"USGS",11046000,"1990-11-20",0,"A"
"USGS",11046000,"1990-11-21",0,"A"
"USGS",11046000,"1990-11-22",0,"A"
"USGS",11046000,"1990-11-23",0,"A"
"USGS",11046000,"1990-11-24",0,"A"
"USGS",11046000,"1990-11-25",0,"A"
"USGS",11046000,"1990-11-26",0,"A"
"USGS",11046000,"1990-11-27",2,"A"
"USGS",11046000,"1990-11-28",11,"A"
"USGS",11046000,"1990-11-29",16,"A"
"USGS",11046000,"1990-11-30",14,"A"
"USGS",11046000,"1990-12-01",14,"A"
"USGS",11046000,"1990-12-02",13,"A"
"USGS",11046000,"1990-12-03",12,"A"
"USGS",11046000,"1990-12-04",12,"A"
"USGS",11046000,"1990-12-05",11,"A"
"USGS",11046000,"1990-12-06",9.9,"A"
"USGS",11046000,"1990-12-07",8.3,"A"
"USGS",11046000,"1990-12-08",8,"A"
"USGS",11046000,"1990-12-09",7.2,"A"
"USGS",11046000,"1990-12-10",6.5,"A"
"USGS",11046000,"1990-12-11",5.7,"A"
"USGS",11046000,"1990-12-12",4.2,"A"
"USGS",11046000,"1990-12-13",3.1,"A"
"USGS",11046000,"1990-12-14",2.9,"A"
"USGS",11046000,"1990-12-15",3.3,"A"
"USGS",11046000,"1990-12-16",3.4,"A"
"USGS",11046000,"1990-12-17",3.5,"A"
"USGS",11046000,"1990-12-18",3.5,"A"
"USGS",11046000,"1990-12-19",3.5,"A"
"USGS",11046000,"1990-12-20",3.4,"A"
"USGS",11046000,"1990-12-21",3.6,"A"
"USGS",11046000,"1990-12-22",3.6,"A"
"USGS",11046000,"1990-12-23",3.6,"A"
"USGS",11046000,"1990-12-24",3.6,"A"
"USGS",11046000,"1990-12-25",3.6,"A"
"USGS",11046000,"1990-12-26",3.8,"A"
"USGS",11046000,"1990-12-27",3.8,"A"
"USGS",11046000,"1990-12-28",3.1,"A"
"USGS",11046000,"1990-12-29",3.1,"A"
"USGS",11046000,"1990-12-30",3.2,"A"
"USGS",11046000,"1990-12-31",3.4,"A"
"USGS",11046000,"1991-01-01",3.5,"A"
"USGS",11046000,"1991-01-02",3.5,"A"
"USGS",11046000,"1991-01-03",3.5,"A"
"USGS",11046000,"1991-01-04",3.9,"A"
"USGS",11046000,"1991-01-05",3.9,"A"
"USGS",11046000,"1991-01-06",3.7,"A"
"USGS",11046000,"1991-01-07",4.1,"A"
"USGS",11046000,"1991-01-08",4.3,"A"
"USGS",11046000,"1991-01-09",4.7,"A"
"USGS",11046000,"1991-01-10",4.9,"A"
"USGS",11046000,"1991-01-11",4.3,"A"
"USGS",11046000,"1991-01-12",5.2,"A"
"USGS",11046000,"1991-01-13",5.9,"A"
"USGS",11046000,"1991-01-14",5.7,"A"
"USGS",11046000,"1991-01-15",5.6,"A"
"USGS",11046000,"1991-01-16",5.8,"A"
"USGS",11046000,"1991-01-17",5.5,"A"
"USGS",11046000,"1991-01-18",5,"A"
"USGS",11046000,"1991-01-19",5,"A"
"USGS",11046000,"1991-01-20",5.3,"A"
"USGS",11046000,"1991-01-21",5.5,"A"
"USGS",11046000,"1991-01-22",5.5,"A"
"USGS",11046000,"1991-01-23",5,"A"
"USGS",11046000,"1991-01-24",5,"A"
"USGS",11046000,"1991-01-25",4.6,"A"
"USGS",11046000,"1991-01-26",4.5,"A"
"USGS",11046000,"1991-01-27",4.9,"A"
"USGS",11046000,"1991-01-28",4.6,"A"
"USGS",11046000,"1991-01-29",4.6,"A"
"USGS",11046000,"1991-01-30",4.5,"A"
"USGS",11046000,"1991-01-31",5,"A"
"USGS",11046000,"1991-02-01",5.3,"A"
"USGS",11046000,"1991-02-02",5.3,"A"
"USGS",11046000,"1991-02-03",4.5,"A"
"USGS",11046000,"1991-02-04",4.5,"A"
"USGS",11046000,"1991-02-05",4.2,"A"
"USGS",11046000,"1991-02-06",3.4,"A"
"USGS",11046000,"1991-02-07",3,"A"
"USGS",11046000,"1991-02-08",3.3,"A"
"USGS",11046000,"1991-02-09",4.3,"A"
"USGS",11046000,"1991-02-10",4.5,"A"
"USGS",11046000,"1991-02-11",3.6,"A"
"USGS",11046000,"1991-02-12",3.7,"A"
"USGS",11046000,"1991-02-13",4.3,"A"
"USGS",11046000,"1991-02-14",4.2,"A"
"USGS",11046000,"1991-02-15",3.8,"A"
"USGS",11046000,"1991-02-16",4.1,"A"
"USGS",11046000,"1991-02-17",4.1,"A"
"USGS",11046000,"1991-02-18",3.7,"A"
"USGS",11046000,"1991-02-19",2.9,"A"
"USGS",11046000,"1991-02-20",3.6,"A"
"USGS",11046000,"1991-02-21",3.9,"A"
"USGS",11046000,"1991-02-22",2.4,"A"
"USGS",11046000,"1991-02-23",2.8,"A"
"USGS",11046000,"1991-02-24",3.5,"A"
"USGS",11046000,"1991-02-25",3.8,"A"
"USGS",11046000,"1991-02-26",3.7,"A"
"USGS",11046000,"1991-02-27",5.5,"A"
"USGS",11046000,"1991-02-28",371,"A"
"USGS",11046000,"1991-03-01",4760,"A:e"
"USGS",11046000,"1991-03-02",1110,"A"
"USGS",11046000,"1991-03-03",218,"A"
"USGS",11046000,"1991-03-04",105,"A"
"USGS",11046000,"1991-03-05",71,"A"
"USGS",11046000,"1991-03-06",57,"A"
"USGS",11046000,"1991-03-07",47,"A"
"USGS",11046000,"1991-03-08",40,"A"
"USGS",11046000,"1991-03-09",35,"A"
"USGS",11046000,"1991-03-10",32,"A"
"USGS",11046000,"1991-03-11",30,"A"
"USGS",11046000,"1991-03-12",29,"A"
"USGS",11046000,"1991-03-13",28,"A"
"USGS",11046000,"1991-03-14",33,"A"
"USGS",11046000,"1991-03-15",30,"A"
"USGS",11046000,"1991-03-16",29,"A"
"USGS",11046000,"1991-03-17",28,"A"
"USGS",11046000,"1991-03-18",26,"A"
"USGS",11046000,"1991-03-19",202,"A"
"USGS",11046000,"1991-03-20",920,"A"
"USGS",11046000,"1991-03-21",750,"A"
"USGS",11046000,"1991-03-22",187,"A"
"USGS",11046000,"1991-03-23",113,"A"
"USGS",11046000,"1991-03-24",78,"A"
"USGS",11046000,"1991-03-25",121,"A"
"USGS",11046000,"1991-03-26",333,"A"
"USGS",11046000,"1991-03-27",4240,"A"
"USGS",11046000,"1991-03-28",1070,"A"
"USGS",11046000,"1991-03-29",359,"A"
"USGS",11046000,"1991-03-30",229,"A"
"USGS",11046000,"1991-03-31",171,"A"
"USGS",11046000,"1991-04-01",126,"A"
"USGS",11046000,"1991-04-02",107,"A"
"USGS",11046000,"1991-04-03",92,"A"
"USGS",11046000,"1991-04-04",80,"A"
"USGS",11046000,"1991-04-05",70,"A"
"USGS",11046000,"1991-04-06",64,"A"
"USGS",11046000,"1991-04-07",58,"A"
"USGS",11046000,"1991-04-08",53,"A"
"USGS",11046000,"1991-04-09",39,"A"
"USGS",11046000,"1991-04-10",25,"A"
"USGS",11046000,"1991-04-11",24,"A"
"USGS",11046000,"1991-04-12",26,"A"
"USGS",11046000,"1991-04-13",28,"A"
"USGS",11046000,"1991-04-14",28,"A"
"USGS",11046000,"1991-04-15",28,"A"
"USGS",11046000,"1991-04-16",27,"A"
"USGS",11046000,"1991-04-17",27,"A"
"USGS",11046000,"1991-04-18",27,"A"
"USGS",11046000,"1991-04-19",26,"A"
"USGS",11046000,"1991-04-20",25,"A"
"USGS",11046000,"1991-04-21",24,"A"
"USGS",11046000,"1991-04-22",24,"A"
"USGS",11046000,"1991-04-23",24,"A"
"USGS",11046000,"1991-04-24",22,"A"
"USGS",11046000,"1991-04-25",21,"A"
"USGS",11046000,"1991-04-26",21,"A"
"USGS",11046000,"1991-04-27",21,"A"
"USGS",11046000,"1991-04-28",20,"A"
"USGS",11046000,"1991-04-29",20,"A"
"USGS",11046000,"1991-04-30",19,"A"
"USGS",11046000,"1991-05-01",18,"A"
"USGS",11046000,"1991-05-02",17,"A"
"USGS",11046000,"1991-05-03",17,"A"
"USGS",11046000,"1991-05-04",16,"A"
"USGS",11046000,"1991-05-05",16,"A"
"USGS",11046000,"1991-05-06",15,"A"
"USGS",11046000,"1991-05-07",15,"A"
"USGS",11046000,"1991-05-08",15,"A"
"USGS",11046000,"1991-05-09",15,"A:e"
"USGS",11046000,"1991-05-10",14,"A:e"
"USGS",11046000,"1991-05-11",13,"A:e"
"USGS",11046000,"1991-05-12",13,"A:e"
"USGS",11046000,"1991-05-13",13,"A:e"
"USGS",11046000,"1991-05-14",12,"A:e"
"USGS",11046000,"1991-05-15",12,"A:e"
"USGS",11046000,"1991-05-16",13,"A:e"
"USGS",11046000,"1991-05-17",13,"A"
"USGS",11046000,"1991-05-18",13,"A"
"USGS",11046000,"1991-05-19",12,"A"
"USGS",11046000,"1991-05-20",11,"A"
"USGS",11046000,"1991-05-21",11,"A"
"USGS",11046000,"1991-05-22",9.9,"A"
"USGS",11046000,"1991-05-23",10,"A"
"USGS",11046000,"1991-05-24",9.4,"A"
"USGS",11046000,"1991-05-25",9.8,"A"
"USGS",11046000,"1991-05-26",9.5,"A"
"USGS",11046000,"1991-05-27",9.1,"A"
"USGS",11046000,"1991-05-28",8.5,"A"
"USGS",11046000,"1991-05-29",8.8,"A"
"USGS",11046000,"1991-05-30",8.6,"A"
"USGS",11046000,"1991-05-31",8.5,"A"
"USGS",11046000,"1991-06-01",8.2,"A"
"USGS",11046000,"1991-06-02",8,"A"
"USGS",11046000,"1991-06-03",8.2,"A"
"USGS",11046000,"1991-06-04",8.1,"A"
"USGS",11046000,"1991-06-05",7.5,"A"
"USGS",11046000,"1991-06-06",7.8,"A"
"USGS",11046000,"1991-06-07",8,"A"
"USGS",11046000,"1991-06-08",7.9,"A"
"USGS",11046000,"1991-06-09",7.9,"A"
"USGS",11046000,"1991-06-10",8,"A"
"USGS",11046000,"1991-06-11",7.4,"A"
"USGS",11046000,"1991-06-12",7.9,"A"
"USGS",11046000,"1991-06-13",7.8,"A"
"USGS",11046000,"1991-06-14",7.4,"A"
"USGS",11046000,"1991-06-15",7.3,"A"
"USGS",11046000,"1991-06-16",7.4,"A"
"USGS",11046000,"1991-06-17",7.3,"A"
"USGS",11046000,"1991-06-18",7,"A"
"USGS",11046000,"1991-06-19",7,"A"
"USGS",11046000,"1991-06-20",6.8,"A"
"USGS",11046000,"1991-06-21",6.6,"A"
"USGS",11046000,"1991-06-22",6.8,"A"
"USGS",11046000,"1991-06-23",6.9,"A"
"USGS",11046000,"1991-06-24",6.4,"A"
"USGS",11046000,"1991-06-25",6.5,"A"
"USGS",11046000,"1991-06-26",6.4,"A"
"USGS",11046000,"1991-06-27",6.7,"A"
"USGS",11046000,"1991-06-28",6.4,"A"
"USGS",11046000,"1991-06-29",6.3,"A"
"USGS",11046000,"1991-06-30",6.8,"A"
"USGS",11046000,"1991-07-01",5.8,"A"
"USGS",11046000,"1991-07-02",5.5,"A"
"USGS",11046000,"1991-07-03",5.8,"A"
"USGS",11046000,"1991-07-04",5.8,"A"
"USGS",11046000,"1991-07-05",5.2,"A"
"USGS",11046000,"1991-07-06",5.3,"A"
"USGS",11046000,"1991-07-07",5.1,"A"
"USGS",11046000,"1991-07-08",5.9,"A"
"USGS",11046000,"1991-07-09",4.4,"A"
"USGS",11046000,"1991-07-10",4.3,"A"
"USGS",11046000,"1991-07-11",4.2,"A"
"USGS",11046000,"1991-07-12",4.3,"A"
"USGS",11046000,"1991-07-13",4,"A"
"USGS",11046000,"1991-07-14",4.9,"A"
"USGS",11046000,"1991-07-15",4.1,"A"
"USGS",11046000,"1991-07-16",3.2,"A"
"USGS",11046000,"1991-07-17",3.1,"A"
"USGS",11046000,"1991-07-18",2.7,"A"
"USGS",11046000,"1991-07-19",3.3,"A"
"USGS",11046000,"1991-07-20",2.7,"A"
"USGS",11046000,"1991-07-21",2.9,"A"
"USGS",11046000,"1991-07-22",2.6,"A"
"USGS",11046000,"1991-07-23",2.2,"A"
"USGS",11046000,"1991-07-24",2.5,"A"
"USGS",11046000,"1991-07-25",3.3,"A"
"USGS",11046000,"1991-07-26",3.1,"A"
"USGS",11046000,"1991-07-27",2.9,"A"
"USGS",11046000,"1991-07-28",3.7,"A"
"USGS",11046000,"1991-07-29",3.9,"A"
"USGS",11046000,"1991-07-30",3.7,"A"
"USGS",11046000,"1991-07-31",3.2,"A"
"USGS",11046000,"1991-08-01",3.1,"A"
"USGS",11046000,"1991-08-02",2.8,"A"
"USGS",11046000,"1991-08-03",2.4,"A"
"USGS",11046000,"1991-08-04",2.8,"A"
"USGS",11046000,"1991-08-05",2.9,"A"
"USGS",11046000,"1991-08-06",2.2,"A"
"USGS",11046000,"1991-08-07",2.2,"A"
"USGS",11046000,"1991-08-08",2.2,"A"
"USGS",11046000,"1991-08-09",1.9,"A"
"USGS",11046000,"1991-08-10",1.6,"A"
"USGS",11046000,"1991-08-11",2.6,"A"
"USGS",11046000,"1991-08-12",3,"A"
"USGS",11046000,"1991-08-13",2.7,"A"
"USGS",11046000,"1991-08-14",2.8,"A"
"USGS",11046000,"1991-08-15",3.2,"A"
"USGS",11046000,"1991-08-16",3.1,"A"
"USGS",11046000,"1991-08-17",2.8,"A"
"USGS",11046000,"1991-08-18",2.9,"A"
"USGS",11046000,"1991-08-19",2.3,"A"
"USGS",11046000,"1991-08-20",2,"A"
"USGS",11046000,"1991-08-21",1.5,"A"
"USGS",11046000,"1991-08-22",1.5,"A"
"USGS",11046000,"1991-08-23",1.5,"A"
"USGS",11046000,"1991-08-24",1.5,"A"
"USGS",11046000,"1991-08-25",2.5,"A"
"USGS",11046000,"1991-08-26",2,"A"
"USGS",11046000,"1991-08-27",1.2,"A"
"USGS",11046000,"1991-08-28",0.95,"A"
"USGS",11046000,"1991-08-29",0.48,"A"
"USGS",11046000,"1991-08-30",0.85,"A"
"USGS",11046000,"1991-08-31",1.8,"A"
"USGS",11046000,"1991-09-01",2.2,"A"
"USGS",11046000,"1991-09-02",2,"A"
"USGS",11046000,"1991-09-03",1.4,"A"
"USGS",11046000,"1991-09-04",0.52,"A"
"USGS",11046000,"1991-09-05",0.48,"A"
"USGS",11046000,"1991-09-06",1.1,"A"
"USGS",11046000,"1991-09-07",2.4,"A"
"USGS",11046000,"1991-09-08",1.5,"A"
"USGS",11046000,"1991-09-09",1.6,"A"
"USGS",11046000,"1991-09-10",0.09,"A"
"USGS",11046000,"1991-09-11",1.9,"A"
"USGS",11046000,"1991-09-12",2.3,"A"
"USGS",11046000,"1991-09-13",1.4,"A"
"USGS",11046000,"1991-09-14",3.1,"A"
"USGS",11046000,"1991-09-15",3.9,"A"
"USGS",11046000,"1991-09-16",3.6,"A"
"USGS",11046000,"1991-09-17",4.3,"A"
"USGS",11046000,"1991-09-18",4.5,"A"
"USGS",11046000,"1991-09-19",4.9,"A"
"USGS",11046000,"1991-09-20",5,"A"
"USGS",11046000,"1991-09-21",4,"A"
"USGS",11046000,"1991-09-22",4.8,"A"
"USGS",11046000,"1991-09-23",4.4,"A"
"USGS",11046000,"1991-09-24",2.7,"A"
"USGS",11046000,"1991-09-25",3.5,"A"
"USGS",11046000,"1991-09-26",3.8,"A"
"USGS",11046000,"1991-09-27",3.7,"A"
"USGS",11046000,"1991-09-28",3.3,"A"
"USGS",11046000,"1991-09-29",3.8,"A"
"USGS",11046000,"1991-09-30",3.1,"A"
"USGS",11046000,"1991-10-01",2.1,"A"
"USGS",11046000,"1991-10-02",2.3,"A"
"USGS",11046000,"1991-10-03",1.5,"A"
"USGS",11046000,"1991-10-04",1.4,"A"
"USGS",11046000,"1991-10-05",0.88,"A"
"USGS",11046000,"1991-10-06",0.55,"A"
"USGS",11046000,"1991-10-07",2,"A"
"USGS",11046000,"1991-10-08",2.8,"A"
"USGS",11046000,"1991-10-09",0.75,"A"
"USGS",11046000,"1991-10-10",0,"A"
"USGS",11046000,"1991-10-11",0,"A"
"USGS",11046000,"1991-10-12",0,"A"
"USGS",11046000,"1991-10-13",0.02,"A"
"USGS",11046000,"1991-10-14",0.36,"A"
"USGS",11046000,"1991-10-15",1.1,"A"
"USGS",11046000,"1991-10-16",1.6,"A"
"USGS",11046000,"1991-10-17",2,"A"
"USGS",11046000,"1991-10-18",1.3,"A"
"USGS",11046000,"1991-10-19",1.7,"A"
"USGS",11046000,"1991-10-20",1.8,"A"
"USGS",11046000,"1991-10-21",1.8,"A"
"USGS",11046000,"1991-10-22",1.3,"A"
"USGS",11046000,"1991-10-23",1.5,"A"
"USGS",11046000,"1991-10-24",1.6,"A"
"USGS",11046000,"1991-10-25",1.8,"A"
"USGS",11046000,"1991-10-26",2.5,"A"
"USGS",11046000,"1991-10-27",3.2,"A"
"USGS",11046000,"1991-10-28",3.4,"A"
"USGS",11046000,"1991-10-29",3,"A"
"USGS",11046000,"1991-10-30",3.3,"A"
"USGS",11046000,"1991-10-31",3.3,"A"
"USGS",11046000,"1991-11-01",3.6,"A"
"USGS",11046000,"1991-11-02",3.7,"A"
"USGS",11046000,"1991-11-03",4,"A"
"USGS",11046000,"1991-11-04",4.3,"A"
"USGS",11046000,"1991-11-05",3.8,"A"
"USGS",11046000,"1991-11-06",3.6,"A"
"USGS",11046000,"1991-11-07",3.6,"A"
"USGS",11046000,"1991-11-08",3.5,"A"
"USGS",11046000,"1991-11-09",3.2,"A"
"USGS",11046000,"1991-11-10",3.3,"A"
"USGS",11046000,"1991-11-11",3.1,"A"
"USGS",11046000,"1991-11-12",2.9,"A"
"USGS",11046000,"1991-11-13",2.6,"A"
"USGS",11046000,"1991-11-14",2.4,"A"
"USGS",11046000,"1991-11-15",2.2,"A"
"USGS",11046000,"1991-11-16",1.9,"A"
"USGS",11046000,"1991-11-17",1.7,"A"
"USGS",11046000,"1991-11-18",1.7,"A"
"USGS",11046000,"1991-11-19",2,"A"
"USGS",11046000,"1991-11-20",1.3,"A"
"USGS",11046000,"1991-11-21",1,"A"
"USGS",11046000,"1991-11-22",0.86,"A"
"USGS",11046000,"1991-11-23",0.34,"A"
