"Agency","Site_no","Date","Discharge_mean_cfs","DataValQualCode"
"USGS",11046000,"2002-12-16",2.33,"A"
"USGS",11046000,"2002-12-17",226,"A"
"USGS",11046000,"2002-12-18",107,"A"
"USGS",11046000,"2002-12-19",41.8,"A"
"USGS",11046000,"2002-12-20",27.5,"A"
"USGS",11046000,"2002-12-21",89.4,"A"
"USGS",11046000,"2002-12-22",47.8,"A"
"USGS",11046000,"2002-12-23",27.9,"A"
"USGS",11046000,"2002-12-24",18.8,"A"
"USGS",11046000,"2002-12-25",15,"A"
"USGS",11046000,"2002-12-26",14.2,"A"
"USGS",11046000,"2002-12-27",12.3,"A"
"USGS",11046000,"2002-12-28",11,"A"
"USGS",11046000,"2002-12-29",9.98,"A"
"USGS",11046000,"2002-12-30",9.18,"A"
"USGS",11046000,"2002-12-31",9.16,"A"
"USGS",11046000,"2003-01-01",9.25,"A"
"USGS",11046000,"2003-01-02",8.78,"A"
"USGS",11046000,"2003-01-03",8.79,"A"
"USGS",11046000,"2003-01-04",8.54,"A"
"USGS",11046000,"2003-01-05",8.46,"A"
"USGS",11046000,"2003-01-06",8.33,"A"
"USGS",11046000,"2003-01-07",7.93,"A"
"USGS",11046000,"2003-01-08",5.97,"A"
"USGS",11046000,"2003-01-09",7.93,"A"
"USGS",11046000,"2003-01-10",9.3,"A"
"USGS",11046000,"2003-01-11",10.4,"A"
"USGS",11046000,"2003-01-12",11.9,"A"
"USGS",11046000,"2003-01-13",11.4,"A"
"USGS",11046000,"2003-01-14",10.9,"A"
"USGS",11046000,"2003-01-15",13.6,"A"
"USGS",11046000,"2003-01-16",15.9,"A"
"USGS",11046000,"2003-01-17",11.8,"A"
"USGS",11046000,"2003-01-18",12,"A"
"USGS",11046000,"2003-01-19",12.6,"A"
"USGS",11046000,"2003-01-20",12.7,"A"
"USGS",11046000,"2003-01-21",12.7,"A"
"USGS",11046000,"2003-01-22",12.6,"A"
"USGS",11046000,"2003-01-23",13.7,"A"
"USGS",11046000,"2003-01-24",13.6,"A"
"USGS",11046000,"2003-01-25",14.6,"A"
"USGS",11046000,"2003-01-26",14.8,"A"
"USGS",11046000,"2003-01-27",14.9,"A"
"USGS",11046000,"2003-01-28",14.5,"A"
"USGS",11046000,"2003-01-29",14.6,"A"
"USGS",11046000,"2003-01-30",14.8,"A"
"USGS",11046000,"2003-01-31",14.6,"A"
"USGS",11046000,"2003-02-01",15.6,"A"
"USGS",11046000,"2003-02-02",15.2,"A"
"USGS",11046000,"2003-02-03",15.1,"A"
"USGS",11046000,"2003-02-04",15,"A"
"USGS",11046000,"2003-02-05",15,"A"
"USGS",11046000,"2003-02-06",14.5,"A"
"USGS",11046000,"2003-02-07",14.2,"A"
"USGS",11046000,"2003-02-08",14,"A"
"USGS",11046000,"2003-02-09",14,"A"
"USGS",11046000,"2003-02-10",13.8,"A"
"USGS",11046000,"2003-02-11",15.4,"A"
"USGS",11046000,"2003-02-12",199,"A"
"USGS",11046000,"2003-02-13",723,"A"
"USGS",11046000,"2003-02-14",124,"A"
"USGS",11046000,"2003-02-15",44.9,"A"
"USGS",11046000,"2003-02-16",26.2,"A"
"USGS",11046000,"2003-02-17",20.1,"A"
"USGS",11046000,"2003-02-18",16.4,"A"
"USGS",11046000,"2003-02-19",15,"A"
"USGS",11046000,"2003-02-20",14.3,"A"
"USGS",11046000,"2003-02-21",13.8,"A"
"USGS",11046000,"2003-02-22",15.3,"A"
"USGS",11046000,"2003-02-23",15,"A"
"USGS",11046000,"2003-02-24",16.2,"A"
"USGS",11046000,"2003-02-25",2060,"A:e"
"USGS",11046000,"2003-02-26",991,"A"
"USGS",11046000,"2003-02-27",684,"A"
"USGS",11046000,"2003-02-28",439,"A"
"USGS",11046000,"2003-03-01",207,"A"
"USGS",11046000,"2003-03-02",140,"A"
"USGS",11046000,"2003-03-03",117,"A"
"USGS",11046000,"2003-03-04",105,"A"
"USGS",11046000,"2003-03-05",93.3,"A"
"USGS",11046000,"2003-03-06",85.5,"A"
"USGS",11046000,"2003-03-07",85.2,"A"
"USGS",11046000,"2003-03-08",80.7,"A"
"USGS",11046000,"2003-03-09",77.9,"A"
"USGS",11046000,"2003-03-10",80.4,"A"
"USGS",11046000,"2003-03-11",79,"A"
"USGS",11046000,"2003-03-12",69.5,"A"
"USGS",11046000,"2003-03-13",68.2,"A"
"USGS",11046000,"2003-03-14",63.9,"A"
"USGS",11046000,"2003-03-15",414,"A"
"USGS",11046000,"2003-03-16",3040,"A"
"USGS",11046000,"2003-03-17",840,"A"
"USGS",11046000,"2003-03-18",291,"A"
"USGS",11046000,"2003-03-19",208,"A"
"USGS",11046000,"2003-03-20",161,"A"
"USGS",11046000,"2003-03-21",140,"A"
"USGS",11046000,"2003-03-22",132,"A"
"USGS",11046000,"2003-03-23",123,"A"
"USGS",11046000,"2003-03-24",102,"A"
"USGS",11046000,"2003-03-25",89.4,"A"
"USGS",11046000,"2003-03-26",96.5,"A"
"USGS",11046000,"2003-03-27",85.4,"A"
"USGS",11046000,"2003-03-28",62.5,"A"
"USGS",11046000,"2003-03-29",50.7,"A"
"USGS",11046000,"2003-03-30",48.7,"A"
"USGS",11046000,"2003-03-31",45.1,"A"
"USGS",11046000,"2003-04-01",43.4,"A"
"USGS",11046000,"2003-04-02",41.4,"A"
"USGS",11046000,"2003-04-03",40.5,"A"
"USGS",11046000,"2003-04-04",39.5,"A"
"USGS",11046000,"2003-04-05",37.9,"A"
"USGS",11046000,"2003-04-06",38.2,"A"
"USGS",11046000,"2003-04-07",35.8,"A"
"USGS",11046000,"2003-04-08",32.8,"A"
"USGS",11046000,"2003-04-09",30.5,"A"
"USGS",11046000,"2003-04-10",30.2,"A"
"USGS",11046000,"2003-04-11",28.3,"A"
"USGS",11046000,"2003-04-12",28.4,"A"
"USGS",11046000,"2003-04-13",27.8,"A"
"USGS",11046000,"2003-04-14",168,"A"
"USGS",11046000,"2003-04-15",1180,"A"
"USGS",11046000,"2003-04-16",150,"A"
"USGS",11046000,"2003-04-17",77,"A"
"USGS",11046000,"2003-04-18",61,"A"
"USGS",11046000,"2003-04-19",53.5,"A"
"USGS",11046000,"2003-04-20",54.4,"A"
"USGS",11046000,"2003-04-21",47.5,"A"
"USGS",11046000,"2003-04-22",46.3,"A"
"USGS",11046000,"2003-04-23",42.9,"A"
"USGS",11046000,"2003-04-24",40.1,"A"
"USGS",11046000,"2003-04-25",39.9,"A"
"USGS",11046000,"2003-04-26",41.1,"A"
"USGS",11046000,"2003-04-27",41.3,"A"
"USGS",11046000,"2003-04-28",41.1,"A"
"USGS",11046000,"2003-04-29",41.4,"A"
"USGS",11046000,"2003-04-30",42.7,"A"
"USGS",11046000,"2003-05-01",42.4,"A"
"USGS",11046000,"2003-05-02",43.2,"A"
"USGS",11046000,"2003-05-03",43.5,"A"
"USGS",11046000,"2003-05-04",43.1,"A"
"USGS",11046000,"2003-05-05",45.3,"A"
"USGS",11046000,"2003-05-06",45.4,"A"
"USGS",11046000,"2003-05-07",39.9,"A"
"USGS",11046000,"2003-05-08",36.3,"A"
"USGS",11046000,"2003-05-09",38.2,"A"
"USGS",11046000,"2003-05-10",33.8,"A"
"USGS",11046000,"2003-05-11",32.5,"A"
"USGS",11046000,"2003-05-12",30,"A"
"USGS",11046000,"2003-05-13",31,"A"
"USGS",11046000,"2003-05-14",30.7,"A"
"USGS",11046000,"2003-05-15",33.5,"A"
"USGS",11046000,"2003-05-16",31.4,"A"
"USGS",11046000,"2003-05-17",28.7,"A"
"USGS",11046000,"2003-05-18",29.3,"A"
"USGS",11046000,"2003-05-19",29.5,"A"
"USGS",11046000,"2003-05-20",30,"A"
"USGS",11046000,"2003-05-21",29.4,"A"
"USGS",11046000,"2003-05-22",27.1,"A"
"USGS",11046000,"2003-05-23",26.7,"A"
"USGS",11046000,"2003-05-24",26.2,"A"
"USGS",11046000,"2003-05-25",26.8,"A"
"USGS",11046000,"2003-05-26",27.6,"A"
"USGS",11046000,"2003-05-27",23.9,"A"
"USGS",11046000,"2003-05-28",25.6,"A"
"USGS",11046000,"2003-05-29",23.8,"A"
"USGS",11046000,"2003-05-30",23.8,"A"
"USGS",11046000,"2003-05-31",23.3,"A"
"USGS",11046000,"2003-06-01",25.5,"A"
"USGS",11046000,"2003-06-02",22.6,"A"
"USGS",11046000,"2003-06-03",22.3,"A"
"USGS",11046000,"2003-06-04",24.2,"A"
"USGS",11046000,"2003-06-05",24.3,"A"
"USGS",11046000,"2003-06-06",25.1,"A"
"USGS",11046000,"2003-06-07",25.1,"A"
"USGS",11046000,"2003-06-08",25.5,"A"
"USGS",11046000,"2003-06-09",25.3,"A"
"USGS",11046000,"2003-06-10",25.9,"A"
"USGS",11046000,"2003-06-11",24.5,"A"
"USGS",11046000,"2003-06-12",25.8,"A"
"USGS",11046000,"2003-06-13",22.1,"A"
"USGS",11046000,"2003-06-14",21.9,"A"
"USGS",11046000,"2003-06-15",24,"A"
"USGS",11046000,"2003-06-16",22.7,"A"
"USGS",11046000,"2003-06-17",21.8,"A"
"USGS",11046000,"2003-06-18",20.9,"A"
"USGS",11046000,"2003-06-19",22.3,"A"
"USGS",11046000,"2003-06-20",23,"A"
"USGS",11046000,"2003-06-21",25.9,"A"
"USGS",11046000,"2003-06-22",23,"A"
"USGS",11046000,"2003-06-23",25.2,"A"
"USGS",11046000,"2003-06-24",26.4,"A"
"USGS",11046000,"2003-06-25",24.8,"A"
"USGS",11046000,"2003-06-26",23,"A"
"USGS",11046000,"2003-06-27",19.9,"A"
"USGS",11046000,"2003-06-28",21.9,"A"
"USGS",11046000,"2003-06-29",19.3,"A"
"USGS",11046000,"2003-06-30",16.9,"A"
"USGS",11046000,"2003-07-01",16.6,"A"
"USGS",11046000,"2003-07-02",17,"A"
"USGS",11046000,"2003-07-03",16.7,"A"
"USGS",11046000,"2003-07-04",16.7,"A"
"USGS",11046000,"2003-07-05",16.8,"A"
"USGS",11046000,"2003-07-06",16.2,"A"
"USGS",11046000,"2003-07-07",17.1,"A"
"USGS",11046000,"2003-07-08",13.5,"A"
"USGS",11046000,"2003-07-09",15.4,"A"
"USGS",11046000,"2003-07-10",15.8,"A"
"USGS",11046000,"2003-07-11",15.4,"A"
"USGS",11046000,"2003-07-12",18.1,"A"
"USGS",11046000,"2003-07-13",16.4,"A"
"USGS",11046000,"2003-07-14",15.7,"A"
"USGS",11046000,"2003-07-15",15.1,"A"
"USGS",11046000,"2003-07-16",15.6,"A"
"USGS",11046000,"2003-07-17",13.1,"A"
"USGS",11046000,"2003-07-18",16.1,"A"
"USGS",11046000,"2003-07-19",16.7,"A"
"USGS",11046000,"2003-07-20",16.9,"A"
"USGS",11046000,"2003-07-21",16.7,"A"
"USGS",11046000,"2003-07-22",17,"A"
"USGS",11046000,"2003-07-23",15.3,"A"
"USGS",11046000,"2003-07-24",17.4,"A"
"USGS",11046000,"2003-07-25",17.7,"A"
"USGS",11046000,"2003-07-26",16.8,"A"
"USGS",11046000,"2003-07-27",18.4,"A"
"USGS",11046000,"2003-07-28",16.8,"A"
"USGS",11046000,"2003-07-29",18.3,"A"
"USGS",11046000,"2003-07-30",19.7,"A"
"USGS",11046000,"2003-07-31",17.9,"A"
"USGS",11046000,"2003-08-01",16.6,"A"
"USGS",11046000,"2003-08-02",15.5,"A"
"USGS",11046000,"2003-08-03",17.2,"A"
"USGS",11046000,"2003-08-04",18.5,"A"
"USGS",11046000,"2003-08-05",14,"A"
"USGS",11046000,"2003-08-06",13.1,"A"
"USGS",11046000,"2003-08-07",11.6,"A"
"USGS",11046000,"2003-08-08",12.5,"A"
"USGS",11046000,"2003-08-09",12.8,"A"
"USGS",11046000,"2003-08-10",14.3,"A"
"USGS",11046000,"2003-08-11",17.9,"A"
"USGS",11046000,"2003-08-12",16.8,"A"
"USGS",11046000,"2003-08-13",14.8,"A"
"USGS",11046000,"2003-08-14",13.7,"A"
"USGS",11046000,"2003-08-15",15.9,"A"
"USGS",11046000,"2003-08-16",16.7,"A"
"USGS",11046000,"2003-08-17",16,"A"
"USGS",11046000,"2003-08-18",11.3,"A"
"USGS",11046000,"2003-08-19",10.8,"A"
"USGS",11046000,"2003-08-20",10,"A"
"USGS",11046000,"2003-08-21",10.1,"A"
"USGS",11046000,"2003-08-22",10.2,"A"
"USGS",11046000,"2003-08-23",10.2,"A"
"USGS",11046000,"2003-08-24",11.3,"A"
"USGS",11046000,"2003-08-25",11.6,"A"
"USGS",11046000,"2003-08-26",11,"A"
"USGS",11046000,"2003-08-27",11.4,"A"
"USGS",11046000,"2003-08-28",11.3,"A"
"USGS",11046000,"2003-08-29",9.18,"A"
"USGS",11046000,"2003-08-30",9.28,"A"
"USGS",11046000,"2003-08-31",9.52,"A"
"USGS",11046000,"2003-09-01",12.4,"A"
"USGS",11046000,"2003-09-02",12.6,"A"
"USGS",11046000,"2003-09-03",11.5,"A"
"USGS",11046000,"2003-09-04",11.3,"A"
"USGS",11046000,"2003-09-05",11.1,"A"
"USGS",11046000,"2003-09-06",8.76,"A"
"USGS",11046000,"2003-09-07",9.31,"A"
"USGS",11046000,"2003-09-08",10.3,"A"
"USGS",11046000,"2003-09-09",9.14,"A"
"USGS",11046000,"2003-09-10",9.05,"A"
"USGS",11046000,"2003-09-11",10.3,"A"
"USGS",11046000,"2003-09-12",10.5,"A"
"USGS",11046000,"2003-09-13",12.4,"A"
"USGS",11046000,"2003-09-14",14.4,"A"
"USGS",11046000,"2003-09-15",12.1,"A"
"USGS",11046000,"2003-09-16",11.2,"A"
"USGS",11046000,"2003-09-17",13.1,"A"
"USGS",11046000,"2003-09-18",12.5,"A"
"USGS",11046000,"2003-09-19",13,"A"
"USGS",11046000,"2003-09-20",13.8,"A"
"USGS",11046000,"2003-09-21",13.6,"A"
"USGS",11046000,"2003-09-22",12.6,"A"
"USGS",11046000,"2003-09-23",9.61,"A"
"USGS",11046000,"2003-09-24",10.5,"A"
"USGS",11046000,"2003-09-25",12.9,"A"
"USGS",11046000,"2003-09-26",14,"A"
"USGS",11046000,"2003-09-27",14.1,"A"
"USGS",11046000,"2003-09-28",12.2,"A"
"USGS",11046000,"2003-09-29",11.5,"A"
"USGS",11046000,"2003-09-30",12.4,"A"
"USGS",11046000,"2003-10-01",9.73,"A"
"USGS",11046000,"2003-10-02",10.6,"A"
"USGS",11046000,"2003-10-03",10.5,"A"
"USGS",11046000,"2003-10-04",8.23,"A"
"USGS",11046000,"2003-10-05",9.03,"A"
"USGS",11046000,"2003-10-06",10.1,"A"
"USGS",11046000,"2003-10-07",10.9,"A"
"USGS",11046000,"2003-10-08",9.33,"A"
"USGS",11046000,"2003-10-09",10.3,"A"
"USGS",11046000,"2003-10-10",10.6,"A"
"USGS",11046000,"2003-10-11",10.5,"A"
"USGS",11046000,"2003-10-12",12,"A"
"USGS",11046000,"2003-10-13",10.6,"A"
"USGS",11046000,"2003-10-14",10.3,"A"
"USGS",11046000,"2003-10-15",9.61,"A"
"USGS",11046000,"2003-10-16",10.2,"A"
"USGS",11046000,"2003-10-17",7.11,"A"
"USGS",11046000,"2003-10-18",5.84,"A"
"USGS",11046000,"2003-10-19",7.34,"A"
"USGS",11046000,"2003-10-20",6.81,"A"
"USGS",11046000,"2003-10-21",5.54,"A"
"USGS",11046000,"2003-10-22",6.37,"A"
"USGS",11046000,"2003-10-23",5.69,"A"
"USGS",11046000,"2003-10-24",5.72,"A"
"USGS",11046000,"2003-10-25",4.49,"A"
"USGS",11046000,"2003-10-26",5.96,"A"
"USGS",11046000,"2003-10-27",5.57,"A"
"USGS",11046000,"2003-10-28",5.39,"A"
"USGS",11046000,"2003-10-29",6.17,"A"
"USGS",11046000,"2003-10-30",5.99,"A"
"USGS",11046000,"2003-10-31",5.62,"A"
"USGS",11046000,"2003-11-01",8.01,"A"
"USGS",11046000,"2003-11-02",8.58,"A"
"USGS",11046000,"2003-11-03",9.13,"A"
"USGS",11046000,"2003-11-04",8.08,"A"
"USGS",11046000,"2003-11-05",8.16,"A"
"USGS",11046000,"2003-11-06",7.85,"A"
"USGS",11046000,"2003-11-07",8.06,"A"
"USGS",11046000,"2003-11-08",7.32,"A"
"USGS",11046000,"2003-11-09",7.63,"A"
"USGS",11046000,"2003-11-10",7.94,"A"
"USGS",11046000,"2003-11-11",7.7,"A"
"USGS",11046000,"2003-11-12",6.9,"A"
"USGS",11046000,"2003-11-13",7.84,"A"
"USGS",11046000,"2003-11-14",37.2,"A"
"USGS",11046000,"2003-11-15",36.1,"A"
"USGS",11046000,"2003-11-16",25.6,"A"
"USGS",11046000,"2003-11-17",20.2,"A"
"USGS",11046000,"2003-11-18",17,"A"
"USGS",11046000,"2003-11-19",14.1,"A"
"USGS",11046000,"2003-11-20",12.8,"A"
"USGS",11046000,"2003-11-21",14.1,"A"
"USGS",11046000,"2003-11-22",15.7,"A"
"USGS",11046000,"2003-11-23",15.2,"A"
"USGS",11046000,"2003-11-24",16.2,"A"
"USGS",11046000,"2003-11-25",15.7,"A"
"USGS",11046000,"2003-11-26",15.8,"A"
"USGS",11046000,"2003-11-27",16.2,"A"
"USGS",11046000,"2003-11-28",17.1,"A"
"USGS",11046000,"2003-11-29",16.8,"A"
"USGS",11046000,"2003-11-30",16.4,"A"
"USGS",11046000,"2003-12-01",15.6,"A"
"USGS",11046000,"2003-12-02",18.4,"A"
"USGS",11046000,"2003-12-03",28,"A"
"USGS",11046000,"2003-12-04",15.4,"A"
"USGS",11046000,"2003-12-05",13,"A"
"USGS",11046000,"2003-12-06",11.1,"A"
"USGS",11046000,"2003-12-07",11.3,"A"
"USGS",11046000,"2003-12-08",11.3,"A"
"USGS",11046000,"2003-12-09",10,"A"
"USGS",11046000,"2003-12-10",5.67,"A"
"USGS",11046000,"2003-12-11",4.4,"A"
"USGS",11046000,"2003-12-12",3.47,"A"
"USGS",11046000,"2003-12-13",3.54,"A"
"USGS",11046000,"2003-12-14",3.69,"A"
"USGS",11046000,"2003-12-15",4.37,"A"
"USGS",11046000,"2003-12-16",4.53,"A"
"USGS",11046000,"2003-12-17",4.55,"A"
"USGS",11046000,"2003-12-18",3.74,"A"
"USGS",11046000,"2003-12-19",3.53,"A"
"USGS",11046000,"2003-12-20",4.59,"A"
"USGS",11046000,"2003-12-21",4.34,"A"
"USGS",11046000,"2003-12-22",4.87,"A"
"USGS",11046000,"2003-12-23",5.18,"A"
"USGS",11046000,"2003-12-24",4.39,"A"
"USGS",11046000,"2003-12-25",7.2,"A"
"USGS",11046000,"2003-12-26",233,"A"
"USGS",11046000,"2003-12-27",149,"A"
"USGS",11046000,"2003-12-28",56.8,"A"
"USGS",11046000,"2003-12-29",29.4,"A"
"USGS",11046000,"2003-12-30",14.8,"A"
"USGS",11046000,"2003-12-31",10.8,"A"
"USGS",11046000,"2004-01-01",8.06,"A"
"USGS",11046000,"2004-01-02",11.3,"A"
"USGS",11046000,"2004-01-03",18.7,"A"
"USGS",11046000,"2004-01-04",23.4,"A"
"USGS",11046000,"2004-01-05",24,"A"
"USGS",11046000,"2004-01-06",22.2,"A"
"USGS",11046000,"2004-01-07",19.1,"A"
"USGS",11046000,"2004-01-08",21.2,"A"
"USGS",11046000,"2004-01-09",23.5,"A"
"USGS",11046000,"2004-01-10",23,"A"
"USGS",11046000,"2004-01-11",22.4,"A"
"USGS",11046000,"2004-01-12",22.8,"A"
"USGS",11046000,"2004-01-13",22.7,"A"
"USGS",11046000,"2004-01-14",22.9,"A"
"USGS",11046000,"2004-01-15",23.4,"A"
"USGS",11046000,"2004-01-16",21.9,"A"
"USGS",11046000,"2004-01-17",22.5,"A"
"USGS",11046000,"2004-01-18",22.3,"A"
"USGS",11046000,"2004-01-19",25.5,"A"
"USGS",11046000,"2004-01-20",24,"A"
"USGS",11046000,"2004-01-21",22.4,"A"
"USGS",11046000,"2004-01-22",24.9,"A"
"USGS",11046000,"2004-01-23",28.4,"A"
"USGS",11046000,"2004-01-24",25,"A"
"USGS",11046000,"2004-01-25",26.7,"A"
"USGS",11046000,"2004-01-26",22.6,"A"
"USGS",11046000,"2004-01-27",23.8,"A"
"USGS",11046000,"2004-01-28",21.4,"A"
"USGS",11046000,"2004-01-29",22.2,"A"
"USGS",11046000,"2004-01-30",20.4,"A"
"USGS",11046000,"2004-01-31",21.8,"A"
"USGS",11046000,"2004-02-01",20.8,"A"
"USGS",11046000,"2004-02-02",23.6,"A"
"USGS",11046000,"2004-02-03",61.5,"A"
"USGS",11046000,"2004-02-04",101,"A"
"USGS",11046000,"2004-02-05",62.7,"A"
"USGS",11046000,"2004-02-06",45.2,"A"
"USGS",11046000,"2004-02-07",37.5,"A"
"USGS",11046000,"2004-02-08",32.8,"A"
"USGS",11046000,"2004-02-09",30.7,"A"
"USGS",11046000,"2004-02-10",26.7,"A"
"USGS",11046000,"2004-02-11",24.7,"A"
"USGS",11046000,"2004-02-12",23.5,"A"
"USGS",11046000,"2004-02-13",23,"A"
"USGS",11046000,"2004-02-14",23.3,"A"
"USGS",11046000,"2004-02-15",23.9,"A"
"USGS",11046000,"2004-02-16",25.6,"A"
"USGS",11046000,"2004-02-17",25.2,"A"
"USGS",11046000,"2004-02-18",24.9,"A"
"USGS",11046000,"2004-02-19",32.6,"A"
"USGS",11046000,"2004-02-20",35.5,"A"
"USGS",11046000,"2004-02-21",28.4,"A"
"USGS",11046000,"2004-02-22",118,"A"
"USGS",11046000,"2004-02-23",378,"A"
"USGS",11046000,"2004-02-24",167,"A"
"USGS",11046000,"2004-02-25",71.4,"A"
"USGS",11046000,"2004-02-26",747,"A"
"USGS",11046000,"2004-02-27",253,"A"
"USGS",11046000,"2004-02-28",105,"A"
"USGS",11046000,"2004-02-29",71,"A"
"USGS",11046000,"2004-03-01",52.6,"A"
"USGS",11046000,"2004-03-02",73.6,"A"
"USGS",11046000,"2004-03-03",103,"A"
"USGS",11046000,"2004-03-04",65.3,"A"
"USGS",11046000,"2004-03-05",45.9,"A"
"USGS",11046000,"2004-03-06",37.8,"A"
"USGS",11046000,"2004-03-07",33.2,"A"
"USGS",11046000,"2004-03-08",29.1,"A"
"USGS",11046000,"2004-03-09",26.7,"A"
"USGS",11046000,"2004-03-10",27.7,"A"
"USGS",11046000,"2004-03-11",25.5,"A"
"USGS",11046000,"2004-03-12",27,"A"
"USGS",11046000,"2004-03-13",33.1,"A"
"USGS",11046000,"2004-03-14",33.4,"A"
"USGS",11046000,"2004-03-15",28.2,"A"
"USGS",11046000,"2004-03-16",15.7,"A"
"USGS",11046000,"2004-03-17",14.2,"A"
"USGS",11046000,"2004-03-18",11.8,"A"
"USGS",11046000,"2004-03-19",10.2,"A"
"USGS",11046000,"2004-03-20",9.72,"A"
"USGS",11046000,"2004-03-21",10.6,"A"
"USGS",11046000,"2004-03-22",13.5,"A"
"USGS",11046000,"2004-03-23",12.1,"A"
"USGS",11046000,"2004-03-24",13.7,"A"
"USGS",11046000,"2004-03-25",12,"A"
"USGS",11046000,"2004-03-26",14.6,"A"
"USGS",11046000,"2004-03-27",14.5,"A"
"USGS",11046000,"2004-03-28",14.8,"A"
"USGS",11046000,"2004-03-29",14.8,"A"
"USGS",11046000,"2004-03-30",13.2,"A"
"USGS",11046000,"2004-03-31",13.8,"A"
"USGS",11046000,"2004-04-01",12.9,"A"
"USGS",11046000,"2004-04-02",20.1,"A"
"USGS",11046000,"2004-04-03",25.4,"A"
"USGS",11046000,"2004-04-04",27.2,"A"
"USGS",11046000,"2004-04-05",25.3,"A"
"USGS",11046000,"2004-04-06",22.5,"A"
"USGS",11046000,"2004-04-07",18.4,"A"
"USGS",11046000,"2004-04-08",17.3,"A"
"USGS",11046000,"2004-04-09",19.6,"A"
"USGS",11046000,"2004-04-10",20.3,"A"
"USGS",11046000,"2004-04-11",20.2,"A"
"USGS",11046000,"2004-04-12",16.7,"A"
"USGS",11046000,"2004-04-13",17.9,"A"
"USGS",11046000,"2004-04-14",17.7,"A"
"USGS",11046000,"2004-04-15",16.9,"A"
"USGS",11046000,"2004-04-16",15.2,"A"
"USGS",11046000,"2004-04-17",20.4,"A"
"USGS",11046000,"2004-04-18",22.7,"A"
"USGS",11046000,"2004-04-19",22.8,"A"
"USGS",11046000,"2004-04-20",24.5,"A"
"USGS",11046000,"2004-04-21",23,"A"
"USGS",11046000,"2004-04-22",20.6,"A"
"USGS",11046000,"2004-04-23",19.7,"A"
"USGS",11046000,"2004-04-24",19.1,"A"
"USGS",11046000,"2004-04-25",20.8,"A"
"USGS",11046000,"2004-04-26",22.4,"A"
"USGS",11046000,"2004-04-27",21.5,"A"
"USGS",11046000,"2004-04-28",18,"A:e"
"USGS",11046000,"2004-04-29",16.6,"A:e"
"USGS",11046000,"2004-04-30",14.6,"A:e"
"USGS",11046000,"2004-05-01",13.3,"A:e"
"USGS",11046000,"2004-05-02",11.1,"A:e"
"USGS",11046000,"2004-05-03",9.5,"A:e"
"USGS",11046000,"2004-05-04",8.1,"A:e"
"USGS",11046000,"2004-05-05",6.94,"A:e"
"USGS",11046000,"2004-05-06",6.55,"A:e"
"USGS",11046000,"2004-05-07",6.24,"A:e"
"USGS",11046000,"2004-05-08",6,"A:e"
"USGS",11046000,"2004-05-09",5.55,"A:e"
"USGS",11046000,"2004-05-10",5.36,"A:e"
"USGS",11046000,"2004-05-11",5.13,"A:e"
"USGS",11046000,"2004-05-12",4.94,"A:e"
"USGS",11046000,"2004-05-13",4.8,"A:e"
"USGS",11046000,"2004-05-14",4.59,"A:e"
"USGS",11046000,"2004-05-15",4.45,"A:e"
"USGS",11046000,"2004-05-16",4.28,"A:e"
"USGS",11046000,"2004-05-17",4.13,"A:e"
"USGS",11046000,"2004-05-18",3.94,"A:e"
"USGS",11046000,"2004-05-19",3.85,"A:e"
"USGS",11046000,"2004-05-20",3.7,"A:e"
"USGS",11046000,"2004-05-21",3.58,"A:e"
"USGS",11046000,"2004-05-22",3.47,"A:e"
"USGS",11046000,"2004-05-23",3.36,"A:e"
"USGS",11046000,"2004-05-24",3.25,"A:e"
"USGS",11046000,"2004-05-25",3.12,"A:e"
"USGS",11046000,"2004-05-26",3,"A:e"
"USGS",11046000,"2004-05-27",2.89,"A:e"
"USGS",11046000,"2004-05-28",2.8,"A:e"
"USGS",11046000,"2004-05-29",2.67,"A:e"
"USGS",11046000,"2004-05-30",2.58,"A:e"
"USGS",11046000,"2004-05-31",2.47,"A:e"
"USGS",11046000,"2004-06-01",2.38,"A:e"
"USGS",11046000,"2004-06-02",2.34,"A:e"
"USGS",11046000,"2004-06-03",2.24,"A:e"
"USGS",11046000,"2004-06-04",2.19,"A:e"
"USGS",11046000,"2004-06-05",2.12,"A:e"
"USGS",11046000,"2004-06-06",2.07,"A:e"
"USGS",11046000,"2004-06-07",2.04,"A:e"
"USGS",11046000,"2004-06-08",2.01,"A:e"
"USGS",11046000,"2004-06-09",1.97,"A"
"USGS",11046000,"2004-06-10",2.1,"A"
"USGS",11046000,"2004-06-11",1.79,"A"
"USGS",11046000,"2004-06-12",1.67,"A"
"USGS",11046000,"2004-06-13",1.82,"A"
"USGS",11046000,"2004-06-14",1.66,"A"
"USGS",11046000,"2004-06-15",1.89,"A"
"USGS",11046000,"2004-06-16",1.5,"A"
"USGS",11046000,"2004-06-17",1.78,"A"
"USGS",11046000,"2004-06-18",2.01,"A"
"USGS",11046000,"2004-06-19",1.38,"A"
"USGS",11046000,"2004-06-20",1.59,"A"
"USGS",11046000,"2004-06-21",1.96,"A"
"USGS",11046000,"2004-06-22",2.26,"A"
"USGS",11046000,"2004-06-23",1.65,"A"
"USGS",11046000,"2004-06-24",1.42,"A"
"USGS",11046000,"2004-06-25",2,"A"
"USGS",11046000,"2004-06-26",1.78,"A"
"USGS",11046000,"2004-06-27",1.87,"A"
"USGS",11046000,"2004-06-28",2.26,"A"
